,id,titre,objet,adrs,dept,region,social_object1_libelle,social_object2_libelle,facebook_url,helloasso_url
194,W343027927,ATOUT COEUR CAMEROUN,"cette association a pour objet le soutien à la santé et à l'éducation, scolaire par
- soutien para médical et médical
- soutien scolaire, aides matérielles et fournitures
- immersion de médecins et infirmiers venus de France
- possibilité d'organiser une formation en fonction de la demande
- rôle consultatif, aides et conseils sur tout projet à développer",11 plan des aramons 34970 lattes,Hérault,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/atoutcoeurcameroun/,https://www.helloasso.com/associations/association-atout-coeurs
195,W351006124,LEBANG CULTURAL AND DEVELOPMENT ASSOCIATION,"unir tous les fils et filles de la résidence Lebang en Europe
contribuer au développement de Lebang (Cameroun)",3 avenue le gonidec de traissan 35500 vitre,Ille-et-Vilaine,Bretagne,CLUBS/ CERCLES DE RÉFLEXION,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),https://fr-fr.facebook.com/Bang-Cultural-Development-Association-B-C-D-A-World-Wide-569062023294182/posts/,https://www.helloasso.com/associations/arts-et-developpement
196,W351006268,"GABIN, L'AMOUR DU PROCHAIN","a pour objet, seule ou avec ses partenaires, de permettre la création et le soutien au Cameroun d'un centre à vocation sociale sans but lucratif ayant notamment pour finalité l'assistance aux orphelins, l'aides aux femmes veuves ainsi que la formation des jeunes",43 route de vitre 35220 chateaubourg,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERVENTIONS SOCIALES,https://www.facebook.com/Lamour-du-prochain-1790856381174142/?business_id=10152592499697447,https://www.helloasso.com/associations/l-amour-du-prochain
197,W353000638,UN DISPENSAIRE DE MEDECINE TRADITIONNELLE PAR LES PLANTES A DOUALA-UP,"CONSTRUIRE DES DISPENSAIRES DE MEDECINE TRADITIONNELLE DANS DES VILLAGES DU CAMEROUN, LE PREMIER ETANT PREVU A DOUALA-UP",la saudraie 35150 corps-nuds,Ille-et-Vilaine,Bretagne,SANTÉ,SANTÉ,https://www.facebook.com/plantesmedecineindienne/,https://www.helloasso.com/associations/tombouctou-heritage/collectes/centre-de-medecine-par-les-plantes-et-cooperative-paysanne-maison-artemisia
198,W353001184,COFABAFE (COMITE DE FAMILLE BABONE DE FRANCE ET EUROPE),CONTRIBUER AU DEVELOPPEMENT ECONOMIQUE ET SOCIAL DU VILLAGE BABONE SITUE A L'OUEST DU CAMEROUN.,2 square simone morand 35000 rennes,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/aideschretiennesdefranceeteurope/,https://www.helloasso.com/associations/agse-groupe-1re-belfort
199,W353004838,ASSOCIATION L'OEUVRE D'ERIC,"aider à la création et au fonctionnement d'un centre d'élevage et d'artisanat à Biyeyem, au Cameroun, afin de contribuer à l'insertion sociale et professionnelle des jeunes Camerounais ; instaurer et organiser des échanges interculturels de jeunes France-Cameroun et Cameroun-France",17 rue des ecoles 35220 saint-didier,Ille-et-Vilaine,Bretagne,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),https://fr-fr.facebook.com/latelier.deric32/,https://www.helloasso.com/associations/association-oeuvre-participative
200,W353007903,BINAM BRETAGNE,"susciter et organiser au sein de la communauté, en Bretagne et à partir de RENNES, un vaste mouvement de toutes les bonnes volontés pour : réhabiliter et valoriser la culture Camerounaise, à travers ses valeurs de solidarité, d'esprit de sacrifice, de respect de la personne humaine et de la nature, du sens de l'effort, pour servir l'intérêt général et pour l'épanouissement de tous et de chacun; oeuvrer pour la cohésion mutuelle et la cohabitation harmonieuse entre les ethnies et les peuples",57 boulevard de la tour d'auvergne 35000 rennes,Ille-et-Vilaine,Bretagne,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/binamfitness/posts,https://www.helloasso.com/associations/ocas-bain-de-bretagne/evenements/vacances-d-automne-2022
201,W353008240,NONGO DIA LAM PRENDS MA MAIN,"cultiver et développer une solidarité agissante tant au Cameroun qu'en France dans la mise en oeuvre de savoirs-faire et savoir être ; créer des lieux d'accueil, d'écoute et d'échange pour enfants, jeunes et adultes, organiser des temps de rencontre : manifestations spectacles, expositions, conférences",9 rue du professeure perche 35000 rennes,Ille-et-Vilaine,Bretagne,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/prendsmamainfilm/posts,https://www.helloasso.com/associations/prends-ma-roue
202,W353009063,ASSOCIATION FOULANI,"faire découvrir le Cameroun en un voyage d'échange des différentes cultures, rites et traditions tout en contribuant à la sensibilisation de la population locale, au respect de leur environnement",15 cour2 kennedy 35000 rennes,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/groups/3811300998900132/,https://www.helloasso.com/associations/association-d-information-et-de-lutte-contre-le-harcelement-scolairre
203,W353010019,DOCTA - ADIEH,"apporter un soutien matériel aux institutions de santé de la ville de EDEA (Cameroun), participer à l'amélioration de l'éducation des enfants et des jeunes",30 rue du bourbonnais 35000 rennes,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/doctaghana/,https://www.helloasso.com/associations/graine-de-coop/evenements/canvas-comment-consolider-son-projet-grace-a-cet-outil
204,W353010118,NDAWA,"apporter une assistance sociale, sanitaire et humanitaire aux enfants du village de Bangangte au Cameroun ; aide aux enfants abandonnés, lutte contre la malnutrition enfantine, l'alphabétisation, la lutte contre les maladies tropicales, l'exode rural, etc",10 rue champ de la justice 35000 rennes,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/ndawa.thiombane/,not found
205,W353010835,DMH SANTÉ GÉNÉROSITÉ,réhabilitation des infrastructures de santé et d'éducation au sein d'un village otélé au Cameroun,10 rue de la grange 35230 noyal-chatillon-sur-seiche,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/davincimedicalhub/,https://www.helloasso.com/blog/dans-quelles-conditions-une-association-peut-elle-faire-un-appel-public-a-la-generosite/
206,W353014655,SOURIRE D ENFANTS,"aide et conseil ayant pour but de venir en aide aux populations défavorisées au Cameroun, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",24 rue de la poterie 35131 chartres-de-bretagne,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/souriredenfant.fr/,https://www.helloasso.com/associations/sourires-d-enfants
207,W353015493,ASSOCIATION LES MOUNAS D'EBEMVOK,"promouvoir le bien-être et l'éducation des enfants vivant sur le territoire d'Akom 2 au Cameroun ;
Organiser des événements en France afin de sensibiliser le grand public sur nos actions et récolter des fonds pour mettre en place des projets au Cameroun ;",2 rue de belle ile 35520 melesse,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/people/Les-Mounas-dEbemvok/100068893157524/,https://www.helloasso.com/associations/association-pour-le-soutien-aux-enfants-defavorises-malades
208,W353020983,ASSOCIATION CULTURELLE ET SPORTIVE DES FOOTBALLEURS CAMEROUNAIS DE RENNES (A.C.S.F.C.R.),"susciter et organiser au sein de la communauté , un vaste mouvement de toutes les bonnes volontés pour diffuser , valoriser et vulgariser la culture  camerounaise à travers les valeurs de solidarité, d'hospitalité, de respect de la personne humaine et de la nature pour servir l'intérêt général et pour l'épanouissement de tous et de chacun; mettre en oeuvre au sein et en dehors de la communauté, des actions concrètes pour améliorer le bien être de tous et de chacun; promouvoir
et organiser des manifestations culturelle afin de faire connaitre la culture camerounaise dans toute sa diversité; uvrer pour la cohésion mutuelle et la cohabitation harmonieuse entre les ethnies et les peuples et pour construire un monde de paix, de fraternité et de justice; inciter organiser et soutenir des activités sportives et plus particulièrement le football",10 rue de redon 35000 rennes,Ille-et-Vilaine,Bretagne,SPORTS/ ACTIVITÉS DE PLEIN AIR,AUTRES,https://fr-fr.facebook.com/Association-Culturelle-et-Sportive-des-%C3%89tudiants-Musulmans-de-Rennes-179678428745772/,https://www.helloasso.com/associations/association-des-camerounais-de-rennes-acr
209,W353021285,ASSOCIATION NDAB BIKOKOO CANTON GRAND OUEST DE FRANCE,"assister les membres BASSAA-MPOO-BATI  de la diaspora camerounaise lors des décès, dans la limite fixée par le règlement intérieur, rassembler les filles et fils de la diaspora BASSAA-MPOO-BATI dans les relations fraternelles et d'assistance au sein de sa communauté à travers le monde et dans le Grand Ouest français en particulier, développer les relations sociales entre les BASSAA-MPOO-BATI de l'association NDABIGO, promouvoir les valeurs culturelles d'appartenance, s'entraider dans la fraternité et la solidarité, matérialiser ces valeurs par la formalisation et la consolidation des divers projets d'intérêt commun,
exclure la politique dans ses actions et comportements",2 square des hautes ourmes 35200 rennes,Ille-et-Vilaine,Bretagne,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/ndabbikokoo/,https://www.helloasso.com/associations/ndab-bikokoo-paris-sud
210,W354002261,EPAMINONDAS AIDER UN ENFANT A DOUALA,parrainer des enfants de quartiers défavorisés à Douala (Cameroun),25 rue de la baronnie 35400 saint-malo,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/aiderunenfant/,https://www.helloasso.com/associations/urgence-afrique/collectes/aidez-nous-a-creer-une-maison-des-enfants-pour-aider-les-orphelins-du-benin
211,W354002995,ASSOCIATION  OYENGA,promouvoir le développement agricole et favoriser l'aide sociale au Cameroun,1 rue du champ orain 35430 saint-suliac,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/oyengassoc/,https://www.helloasso.com/associations/oyenga
212,W354003206,DELPHE,lutter aussi bien en France qu'au Cameroun contre toutes les formes d'exclusions et de précarités ; de réintégrer dans la vie sociale tout individu désireux de donner un sens à sa vie par le travail mais qui est défavorisé par son environnement social ; de mener des actions sociales envers les groupes fragiles de la société africaine ; de créer des centres de santé dans les zones précaires,1 rue charles le goffic 35800 dinard,Ille-et-Vilaine,Bretagne,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/MGDEL/,not found
213,W371002029,LES ENFANTS DE TOUNI,"mettre en lien toute personne qui par son histoire ou par l'intérêt qu'il lui porte est liée à Fotouni, un village de culture Bamiléké, situé dans l'ouest du Cameroun ; promouvoir Fotouni à travers son histoire, sa culture, ses traditions, ses faits et réalités ; en outre, elle doit rassembler toutes les contributions pour faire épanouir cette relation par la communication et les interactions de toutes les personnes ressources ; il s'agira de faciliter l'accès à la lecture et aux produits culturels, oeuvrer pour les transferts de connaissances et de compétences ; mettre en place des actions de promotion de l'histoire et de la culture de Fotouni ; promouvoir l'accès aux supports multimédias ; créer un fond documentaire sur l'histoire et la culture de Fotouni ; collecter et mettre à disposition des jouets, équipements sportifs, éléments vestimentaires, équipements de bureaux, fournitures scolaires, lunettes et équipements auditifs ; collaborer avec les structures paramédicales locales",13 rue du semaphore 37800 maille,Indre-et-Loire,Centre-Val de Loire,ACTION SOCIOCULTURELLE,ACTION SOCIOCULTURELLE,https://www.facebook.com/pages/Monde-des-Petits/540096479334070/,https://www.helloasso.com/associations/les-enfants-de-guy-de-maupassant
214,W372002245,'LES AMIS DE MESSAMENA',Coopération Nord-Sud - Val de l'Indre (France - Messamena Cameroun),place andre delaunay 37250 montbazon,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/hautnyong/,https://www.helloasso.com/associations/diaspora-messamena
215,W372009273,CULTURE SUD,"promouvoir et soutenir des échanges à caractère culturel et agricole entre l'Europe, notamment la France, et les pays d'Afrique Noire, en particulier le Cameroun",22 rue manet 37300 joue-les-tours,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/Culturesud.surfwear/,https://www.helloasso.com/associations/culture-sud
216,W372010247,DISPOLAMA,construire un dispensaire permettant aux habitants de Olama d'avoir les soins nécessaires pour leur santé au quotidien (Cameroun),11 rue lafayette 37300 joue-les-tours,Indre-et-Loire,Centre-Val de Loire,SANTÉ,AUTRES,https://fr-fr.facebook.com/help/1163218293809614,https://www.helloasso.com/utilisateur/historique/
217,W372011962,SEVEN HILLS CHARITY (7HC),"promotion de l'éducation scolaire des filles en Afrique subsaharienne et plus particulièrement au Cameroun, par le biais de dons en nature ou en espèces destinés à l'amélioration du cadre scolaire dans les milieux ruraux du Cameroun ; organiser des activités d'animation à caractère éducatif, social, humanitaire et culturel en direction des jeunes filles provenant des milieux défavorisés",129 rue de la presle 37100 tours,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://www.facebook.com/cityofsevenhills/,https://www.helloasso.com/associations/une-patte-tendue/collectes/un-nouvel-avenir-pour-seven
218,W372013008,VIALLAITE,"diminuer la mortalité infantile due à la mal-nutrition des bébés et des jeunes enfants au Cameroun, promouvoir l'allaitement, encourager les mères à une bonne alimentation de leurs jeunes enfants, la priorité sera une meilleure santé des bébés, des jeunes enfants et des mères tout en respectant la volonté des parents",13 rue jean-antoine genty 37530 saint-ouen-les-vignes,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Viallaite/,https://www.helloasso.com/associations/villette-village
219,W381000288,UN SOURIRE POUR VANESSA,association de microcrédit qui a pour but de financer à Yaoundé (Cameroun) des projets de développement rural pour les femmes et des bourses d'étude pour les populations étudiants exclues du système scolaire,9 rue mayen 38000 grenoble,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://fr-fr.facebook.com/unsourirepourvalentin/,https://www.helloasso.com/associations/association-pour-un-sourire
220,W381002882,ASSOCIATION POUR L'INSTRUCTION ET L'EDUCATION DE L'ENFANT,création et amélioration d'établissements scolaires au Cameroun,87 rue du stade 38500 coublevie,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/aide.association.education/,https://www.helloasso.com/associations/association-pour-l-instruction-des-enfants-du-bearn
221,W381005289,"NTODEM ""LE PONT""","favoriser les échanges culturels avec le pays Bamiléké dans l'ouest du Cameroun, favoriser les échanges avec le pays Bamiléké et participer au développement des structures de santé, des projets économiques et artisanaux, des projets éducatifs et culturels, favoriser les échanges avec toute association partageant tout ou partie de ces objectifs",29 avenue du maquis du gresivaudan 38800 le pont-de-claix,Isère,Auvergne-Rhône-Alpes,ACTION SOCIOCULTURELLE,AUTRES,https://www.facebook.com/fondationmoje/videos/janine-vincens-pr%C3%A9sidente-de-lassociation-ntodem-le-pont-fr/284575465046356/,https://www.helloasso.com/associations/kiamvu-le-pont
222,W381009402,MANDRAPP FRANCE,"soutenir l'orphelinat Mandrapp d'Edéa au Cameroun, en aidant les enfants qui y vivent, en améliorant leurs conditions de vie (alimentation, hygiène, santé, éducation et instruction) ; permettre aux membres de mener et développer les projets décrits ci-dessus ; présenter diverses idées ou manifestations ; mettre en place tous les moyens pouvant aider l'orphelinat ; promouvoir cette structure dans le respect de sa culture et en favorisant des échanges culturels tout en privilégiant un fonctionnement collectif au sein duquel chacun pourra s'exprimer librement",1 lotissement le petit bois 38140 la murette,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/mandrappfrance/,https://www.helloasso.com/associations/association-mandrapp-france
223,W381011658,NKWE'NI,apporter une aide matérielle et morale aux enfants marginalisés du Cameroun en créant des cadres de vie permettant de les accueillir et de les socialiser,31 avenue marcellin berthelot 38100 grenoble,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Nkweni/,https://www.helloasso.com/associations/association-nkwe-ni
224,W381011747,GRACE & SOLIDARITE,"contribuer à une politique d'intégration en impulsant le mélange des populations et en développant le lien social en France ; collecter et expédier des médicaments vers le Cameroun ; mettre en oeuvre toutes activités en rapport avec la recherche du développement personnel des personnes nécessiteuses, tant sur les plans : social (collecte et distribution alimentaire, vestimentaire etc) ; culturel (collecte et distribution/vente d'objets ludiques, matériel éducatif etc) ; économique (recherches de solutions/orientations pour l'emploi etc)",2 allee du berry 38130 echirolles,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://www.facebook.com/GR%C3%82CE-Et-solidarit%C3%A9-2076446445908337/posts/,https://www.helloasso.com/e/cat/solidarite--et--action--sociale
225,W381013022,ÔDJALÉ,"entreprendre, favoriser, consolider les échanges culturels et éducatifs entre les habitants des villages du sud Cameroun (région du Nyong) et de la France",12 rue de la gare 38120 saint-egreve,Isère,Auvergne-Rhône-Alpes,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://www.facebook.com/Odjale,not found
226,W381014807,COMPASSION DE TABITA,"aider les orphelins au Cameroun, République Centrafricaine et en Guinée Conacry ; soutenir les femmes veuves dans ces mêmes pays, Cameroun, RCA et Guinée Conacry ; aider la femme de campagne dans le  développement de leur village ; soutenir les handicapés dans ces pays ; s'occuper des enfants de rues et leurs scolarisations ; lutter contre les maladies tels que le SIDA, le paludisme, la tuberculose, le choléra etc",3 allee du cotentin 38130 echirolles,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/akpatabitha/,https://www.helloasso.com/associations/tabitha-solidarite
227,W381015556,ASSOCIATION LA RESURRECTION,"aider et soutenir les enfants abandonnés et personnes âgées en république démocratique du Congo RDC, Guinée, Congo Brazzaville, Côte d'Ivoire et Cameroun",4 rue ampere 38000 grenoble,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/celaresurrection/,https://www.helloasso.com/associations/acepu-de-la-resurrection
228,W381024606,HANDISPOC,"accompagner des personnes en situation handicap en France (Grenoble et ses environs) , au Cameroun dans la région du Centre, littoral, Ouest aux activités sportives et culturelles, et promouvoir une échange culturelle",28 allee des vosges 38130 echirolles,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX,https://www.facebook.com/ffhandisport/,https://www.helloasso.com/handisport
229,W382000558,CREDEM FRANCE (CERCLE DE REFLEXION POUR LE DEVELOPPEMENT DU VILLAGE DE MGBAGA),"effectuer un accompagnement scolaire pour l'école primaire du village de Mgbaga (région de la Haute Sanaga au Cameroun) tant au niveau infrastructurel qu'au niveau des compétences et de l'apport de matériel scolaire, ceci dans le respect des traditions et coutumes locales; son champ d'action touchera des enfants de 0 à 12 ans",chem1 des puits 38290 satolas-et-bonce cidex 181,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://fr-fr.facebook.com/Association-Cercle-de-Reflexion-et-daction-pour-le-Developpement-ACRAD-101398818218883/posts/,https://www.helloasso.com/associations/cordd-centre-d-observation-et-de-reflexion-pour-le-developpement-durable
230,W382005201,BETSO NA BETSO,"solidarité entre les membres et la promotion de la culture Yambassa, aide au développement rural au Cameroun",80 impasse de l'ecole de bordenoud 38110 dolomieu,Isère,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),https://www.facebook.com/betso.na,https://www.helloasso.com/?loginopen=1
231,W383002990,ASSOCIATION COEUR D'AFRIQUE,venir en aide aux enfants et aux familles les plus démunis au Cameroun ; récupération de vêtements chaussures enfants et adultes du matériel électroménager usager et neuf ainsi que du mobilier canapé salon table ; envoie de tous les éléments par bateau au Cameroun et réception sur place par correspondant de l'association résidant sur place ; les marchandises seront stockees dans un local de 300m carré et la distribution sera 2 fois par mois meme principe resto du coeur et secours populaire en france,10 avenue jules ferry 38550 le peage-de-roussillon,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Association-C%C5%93ur-dAfrique-344933266140502/,https://www.helloasso.com/associations/c-ur-d-afrique
232,W383003291,ENFANTS DEFAVORISES DE YAOUNDE (EDDY),"promouvoir le développement pédagogique, éducatif des orphelins et des enfants défavorisés de Yaoundé ; participer financièrement à travers des activités soutenues, développer le réseautage de partenariat avec diverses associations ; EDDY poursuit ses objectifs en favorisant l'aide humanitaire envers une institution africaine, l'orphelinat Nanga au Cameroun, plus précisément à Yaoundé",8 rue jean-jacques rousseau 38200 vienne,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/people/Association-RecueilleDistribution-Mat%C3%A9riel-Scolaire-Enfants-D%C3%A9favoris%C3%A9es/100068664309072/,https://www.helloasso.com/associations/protection-et-aide-aux-enfants-camerounais-defavorises
233,W383003303,ASSOCIATION DES ORPHELINS DE MBALMAYO (CAMEROUN),"venir en aide financièrement, moralement et matériellement aux enfants de l'orphelinat ""NDA-BON"" ; développer, améliorer leur vie quotidienne et leur scolarité au sein de l'orphelinat",25 chem1 du gapon 38260 pajay,Isère,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Association-des-orphelins-et-des-handicap%C3%A9s-du-Cameroun-874645839368978/,https://www.helloasso.com/associations/association-d-aide-aux-orphelins-du-mbam-cameroun
234,W391001091,"COMITE DE JUMELAGE NEVY, SOUVANS, FOYETT","Favoriser des liens culturels, économiques et sociaux entre les Communes de Souvans, Nevy les Dole et le village de Foyett (Cameroun)",39380 nevy-les-dole,Jura,Bourgogne-Franche-Comté,ACTION SOCIOCULTURELLE,AUTRES,https://www.facebook.com/JumelageSaubens/,https://www.helloasso.com/associations/comite-de-jumelage-de-valence
235,W391002641,ASSOCIATION HANDICAPES FRANCE-AFRIQUE,"permettre en France et en Afrique : la mise en place d'une collecte de matériels tels que fauteuils roulants, béquilles, attelles, matériels didactiques, médicaments, vêtements, etc.; l'acheminement du matériel collecté aux handicapés (Cameroun, Gabon, Côte d'Ivoire, etc.); recenser les handicapées dans les zones reculées et inaccessibles, travailler en partenariat avec d'autres associations ayant les mêmes objectifs, interpeller les institutions, les pouvoirs publics et les gouvernement, collaborer activement aux démarches et processus qui contribuent au développement, à l'intégration et la réinsertion des personnes handicapées dans la société",10 rue de seans 39100 dole,Jura,Bourgogne-Franche-Comté,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/handicapafrique2015/,https://www.helloasso.com/associations/association-handicap-africa
