,id,titre,objet,adrs,dept,region,social_object1_libelle,social_object2_libelle,facebook_url,helloasso_url
0,W012007337,LA MAIN TENDUE (LMT),"promotion des actions et expériences locales de développement dans les régions centre et sud du Cameroun ; ces actions sont ciblées sur des micro-projets dans les domaines suivants : l'éducation, le médico-social, les infra-structures de petites dimensions, la communication entre partenaires via les réseaux locaux ; l'objectif de l'association est d'enraciner son action dans des initiatives locales à tous niveaux : création, réalisation puis gestion",20 bis rue de lyon 1800 meximieux,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/La-main-tendue-1997698513883354/,https://www.helloasso.com/associations/la-main-tendue-93
1,W012009573,ASSOCIATION TREMPLINGALLE - KAMKA,"faire participer l'immigration d'origine africaine à l'action citoyenne ; mener des actions culturelles qui favorisent la rencontre, le débat, la réflexion ; créer des ateliers de cuisine, couture ou peintures africaines ; organiser des collectes de biens utiles à la population à la charge de l'association ; en Afrique : création au Cameroun des centres d'accueil, de soutien et de formation pour la jeunesse et personnes en difficulté (abandon, veuvage, maltraitance, délinquance) ; la recherche en Europe des fonds et des équipements pour le fonctionnement des centres",2 boulevard irene joliot curie 1000 bourg-en-bresse,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/tremplinassociation/,https://www.helloasso.com/associations/tremplin
2,W012010074,ACTIONS SOLIDAIRES POUR AUDREY (ASPA),"prise en charge des soins et traitements de l'enfant Audrey Choudjuem né en 2000, handicapé psychomoteur, habitant à Bonabéri, Douala (Cameroun) ; participer financièrement, conjointement à sa mère, à toute action lui permettant de se développer physiquement, psychologiquement et affectivement ; participer financièrement à l'amélioration de ses conditions de vie, à son domicile et au sein d'une structure d'accueil éducatif, au moyen de dons, cotisations, collectes et ventes de produits",27 rue lulli 1000 saint-denis-les-bourg,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Actions-Solidaires-Pour-Audrey-1086124904747036/about/,https://www.helloasso.com/associations/collectif-actions-solidaires
3,W013000025,ASSOCIATION DU GROUPE SCOLAIRE ANYENG,"formation et éducation des jeunes et des adultes, et notamment la création et la gestion de tous établissements scolaires privés, primaires et secondaires, de tous centres ou locaux culturels ou sportifs annexes à cet objet, ainsi que tout ce qui, directement ou indirectement permet ou facilite la réalisation de son objet notamment la prise à bail ou l'acquisition de biens en vue de l'exercice de son objet ; l'association réalise son objet dans la région de Yaoundé/Cameroun par la gestion du groupe scolaire Anyeng (Semence)",331 chem1 de tir-mir 1220 divonne-les-bains,Essonne,Île-de-France,ÉDUCATION  FORMATION,AUTRES,https://fr-fr.facebook.com/anyeng.anyeng.31,https://www.helloasso.com/associations/association-de-soutien-scolaire-et-aide-aux-devoirs
4,W013000170,"DROIT D'EDUCATION, ACCES A LA SANTE POUR TOUS",aider les enfants mineurs au Cameroun d'avoir droit à l'école et accès à la santé pour leur avenir,1210 ferney-voltaire,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/UNICEF.France/videos/teddy-riner-le-plus-important-pour-un-enfant-l%C3%A9ducation-et-la-sant%C3%A9-/1258037048074467/,https://www.helloasso.com/associations/action-acces-sante
5,W014001386,NGON MELANG,venir en aide aux communautés défavorisées du Cameroun,232 rue du muret 1200 chatillon-en-michaille,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Ng%C3%B4n-Melang-Shop-101407331819784/,https://www.helloasso.com/%C2%A0
6,W022002351,AEDENYS/MIMETALA VILLAGE,aide à l'enfance défavorisée et au développement communautaire des paysans du Cameroun sans distinction de race ou de groupe ethnique ; amélioration des conditions de vie et respect des droits de l'enfance définis par la convention internationale des droits de l'enfant du 20 novembre 1989 ; toutes autres formes d'aide humanitaire,5 rue du garet 69001 lyon,Rhône,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Mimetala-Village-309929699196162/,https://www.helloasso.com/associations/villette-village
7,W022006391,ASSOCIATION DES INGÉNIEURS ET INFORMATICIENS CAMEROUNAIS D'ALLEMAGNE - FRANCE / VEREIN KAMERUNISHER INGENIEURE UND INFORMATIKER - FRANCE,"réaliser des études de faisabilité des projets des membres VKII (France et Allemagne) ; accompagner et assister le bureau VKII (Allemagne) et ses membres dans la
réalisation de leurs projets ; organiser des séminaires et des séances de renforcement des capacités ; promouvoir l´entreprenariat et l´innovation en France ; promouvoir l´entraide et l´épanouissement (social, physique, matériel, financier etc) de ses membres ; promouvoir les relations Franco-Allemandes",23 boulevard gambetta 2700 tergnier,Hauts-de-Seine,Île-de-France,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,AUTRES,https://www.facebook.com/groups/226124700237/,https://www.helloasso.com/associations/mcdec-mouvement-des-cadres-dirigeants-et-entrepreneurs-camerounais
8,W024000683,MIL ET BLE,"accompagner, soutenir et promouvoir le projet agricole, en particulier l'agriculture, l'alimentation et la nutrition au sein du centre de promotion humaine de Tokombéré (CPHT) au Cameroune, contribuer aux relations nord/sud et sud/sud",1 rue de l'eglise 2220 cuiry-housse,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/mieletble/,https://www.helloasso.com/outils/collecter-mes-dons?app_id=cpcg
9,W031001508,LES TOUS PETITS,amasser des objets et des dons pour collecter des fonds afin d'entraider des jeunes enfants du Cameroun à aller à l'école publique,3350 le brethon,Seine-Saint-Denis,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/lestoutpetits/,https://www.helloasso.com/associations/les-amis-du-vieux-boussagues-et-les-tous-petits
10,W044000929,ASSOCIATION DE SOUTIEN ET D'AIDE AU DEVELOPPEMENT POUR BAFIA (ASAB),"échange, connaissance et reconnaissance réciproque, dans le cadre du jumelage de Volx et Bafia au Cameroun, promouvoir, dans une perspective de développement d'économie durable et non polluante, toutes opérations ayant pour objectifs d'améliorer les conditions matérielles dans les domaines sanitaires, sociales, éducatifs et culturels, initier, réaliser, accompagner en régie propre et/ou en partenariat avec diverses personnes, techniciens et/ou industriels clairement identifiés et respectant les droits de l'homme et de l'enfant, des temps des lieux et des moyens de formation initiale et/ou continue permettant le fonctionnement et la maintenance de toute installation technique, créer un réseau de personnes, de groupes, d'associations et collectivités locales et/ou régionales, éducatives, sociales, économiques et culturelles, propre à réaliser ces actions techniques matérielles et culturelles, centraliser, les demandes, les offres d'équipements de structures, de formations, les analyser, y répondre en créant une synergie d'informations et de réalisations entre les divers membres de l'association et d'autres partenaires, en collaboration avec l'association ADDPE à Bafia au Cameroun, ainsi qu'avec le Comité de jumelage de Volx",1 place des felibres 4130 volx,Val-de-Marne,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,https://www.facebook.com/Association-solidarit%C3%A9-d%C3%A9veloppement-pour-le-Cambodge-ASDC-109916517817006/,https://www.helloasso.com/associations/action-solidaire-pour-le-developpement-en-afrique-asda-france
11,W044001936,MEKAMNA,"aider les populations, les entreprises du secteur privé et les organismes publics du Cameroun, Afrique, afin de développer des projets dans les domaines de l'agriculture, la santé, le tourisme, la jeunesse, les sports et l'artisanat tout en respectant l'environnement et les coutumes",775 chem1 du mas de bos a la font de rey 30300 beaucaire,Gard,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/megamanmeme/friends_likes/,not found
12,W061002984,LES COLOMBES,"le parrainage des enfants des rues et petites localités de Minsee et Balmayo du Cameroun, afin de leur apporter un épanouissement moral, une formation pour un avenir meilleur",50 avenue du commandant bret 6400 cannes,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/Les-colombes-122753644440435/,https://www.helloasso.com/associations/association-les-colombes
13,W061005429,BASSAMBA ASSOCIATION TERRE NATAL,"raffermir les liens entre l'ensemble de la communauté Bassamba de l'Europe et d'ailleurs conformément à nos valeurs, promouvoir la culture Bassamba à travers l'organisation et la participation d'événements culturels, éducatifs et sportifs, participer au développement et l'amélioration des conditions de vie du peuple Bassamba (Cameroun), établir des relations avec d'autres associations ou organismes dans un cadre de partenariat en vue de développer des projets en faveur de Bassamba (Cameroun), créer et/ou soutenir le développement et l'amélioration des conditions axées sur l'éducation, l'environnement et la santé à Bassamba (Cameroun)",1080 chem1 des ames du purgatoire 6600 antibes,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/shaskyelfenomeno/videos/viva-bassamba-/4113097415457051/,https://www.helloasso.com/associations/association-notre-terre
14,W061006762,LA BELLE ETOILE FRANCE,"lutter contre la pauvreté, agir pour la coopération au développement, principalement en faveur des populations démunies de Côte d'Ivoire et d'autres pays du Sud (Bénin, Burkina Faso, Burundi, Cameroun, Madagascar, Palestine, République Démocratique du Congo, Rwanda, Togo), dans l'esprit des actes internationaux sur les droits humains fondamentaux, elle se définie comme une association de solidarité internationale",1304 chem1 du mas llaro 66000 perpignan,Pyrénées-Orientales,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/restaurant.la.belle.etoile/,https://www.helloasso.com/associations/la-belle-etoile-france
15,W061008944,BRIN DE BONHEUR INTERNATIONAL,"recueillir les orphelins et enfants des rues du Cameroun afin de leur apporter une aide morale et matérielle leur permettant daméliorer leurs conditions de vie ; notamment ; création dune maison daccueil, aide à la scolarisation, aide à linsertion socioprofessionnelle, suivi de la santé",7 avenida calle gazan 6600 antibes,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/brindebonheurbresil/,https://www.helloasso.com/associations/observatoire-international-du-bonheur-oib
16,W061014830,NOS ENFANTS DE L'AVENIR,"oeuvrer au profit des orphelins du monde, particulièrement le Cameroun et des familles en difficultés ;",4 impasse des fauvettes 6110 le cannet,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://web.facebook.com/nosenfant,https://www.helloasso.com/associations/association-xuan-les-enfants-de-l-avenir
17,W061014921,NIYA,"a pour objet de créer, développer, promouvoir et soutenir toute initiative culturelle, économique et sociale nécessaire en provenance du Cameroun et principalement de Yaoundé ; également des prestations de conseil et accompagnement auprès des particuliers, des entreprises, des collectivités et autres organismes publics ou privés ;  en tant que tel, elle pourra exercer des activités de conseil, de formation ou tout autre prestation de services donnant lieu à la perception d'honoraires ; ainsi que toute opération ou prestation se rattachant directement ou indirectement à l'objet social",40 rue desjobert 6700 saint-laurent-du-var,Indre,Centre-Val de Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,https://www.facebook.com/niya.asso/,not found
18,W062004369,L'ENFANT DES SOURCES,"mettre en place des puits d'eau potable dans les écoles rurales et villages du Cameroun afin d'apporter un bien être sanitaire à la population, faciliter la recherche d'eau potable principale tâche réservée aux enfants et aux femmes ; notre désir est de réunir toutes les personnes physiques ou morales désireuses d'apporter leur soutien à la mise en place des puits d'eau potable dans les villages du Cameroun",6 rue nathalie masse 6000 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/janvry91/videos/1708015512815882/,https://www.helloasso.com/associations/la-source-des-sources
19,W062004371,RIRES ET RONDES ENFANTINES,"mettre en place des prises en charge éducative et sanitaire dans les écoles et zones rurales des villages du Cameroun afin d'apporter un mieux être à la population, dans le domaine de la santé (manque de dispensaires ..) et d'améliorer la vie scolaire en sollicitant toutes les personnes physiques ou morales désireuses d'apporter leur soutien",rue gaston mouton 6340 la trinite,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/people/La-ronde-enfantine/100064719186915/,https://www.helloasso.com/associations/rire-et-bien-etre
20,W062005594,"ASSOCIATION ""SOURCE DE VIE""","aide à but non lucratif et humanitaire au suivi socio médico-obstétrical des femmes désoeuvrées et/ou issues des milieux défavorisés au Cameroun ; droit à l'accès aux soins pour toutes ayant pour objectif ""taux zéro"" de mortalité materno-foetale et infantile ; dépister et palier aux éventuelles complications pouvant survenir au cours de la grossesse et/ou au moment du partum ; prodiguer des conseils et astuces hygiéno-diététiques pour la santé de la femme enceinte, la mère allaitante et son nouveau-né ; promouvoir la vaccination du nouveau-né ; mettre en évidence les facteurs de risques socioculturels existant chez la femme enceinte ou la jeune mère ; travailler en réseau avec les partenaires sociaux et même les familles pour le suivi optimal de la patiente",3 bis rue guigonis 6300 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANTÉ,https://www.facebook.com/people/Association-Source-de-Vie-Toulouse/100064410952699/,https://www.helloasso.com/associations/source-de-vie
21,W062005624,SOS ENFANTS DE LA RUE,"mettre en place des structures d'accueil, d'éducation et de  protection des enfants abandonnés, recueillis dans la rue au Cameroun ; réunir toutes les personnes physiques ou morales désireuses d'apporter leur soutien à la mise en place des structures d'aide à l'enfance, susciter la bientraitance et prévenir la maltraitance de l'enfant au Cameroun",6 rue nathalie masse 6000 nice,Indre,Centre-Val de Loire,INTERVENTIONS SOCIALES,AUTRES,https://www.facebook.com/Sos-aux-enfants-de-la-rue-308967086246502/,https://www.helloasso.com/associations/enfants-de-la-rue
22,W062006029,"ADAJ ""LES AMIS D'ALBERT JUNIOR""","au Cameroun, sensibiliser sur la drépanocytose et la thalassémie majeure, venir en aide aux personnes qui en sont atteintes ; accompagner les enfants des zones rurales du Cameroun à accéder à l'éducation et à la santé ; participer aux activités visant à favoriser l'amélioration des conditions de vie des populations locales ; promouvoir des actions de développement dans les domaines culturel, social, éducatif et sanitaire ; en France: proposer des activités pédagogiques, éducatives (devoirs faits, soutien scolaire etc) et culturelles (contes, activités ludiques ou musicales) dans des écoles, hôpitaux, centres éducatifs etc",12 avenue joseph giordan 6200 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANTÉ,https://www.facebook.com/Pr%C3%A9sidente-Fondatrice-de-ADAJ-les-Amis-DAlbert-Junior-516929308376290/,not found
23,W062009651,NLINGA YEMEVONG,"a pour objet le développement de groupes scolaires, centres médicaux, le soutien aux projets sportifs et culturels de la région Yemevong (Cameroun)",14 avenue des anthemis 6200 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Association-Nlinga-yemevong-106447457582425/,https://www.helloasso.com/associations/espace-jalmik-cite-des-arts-du-monde/collectes/participons-a-la-construction-de-l-ecole-des-arts-espace-jalmik-de-yaounde
24,W062009891,AMICALE DE L'OUEST,"assurer la formation professionnelle des groupes économiquement vulnérables : jeunes femmes désoeuvrées et jeunes démunis à travers des actions en faveur des déshérités dans le cadre des actions caritatives de l'Amicale de l'Ouest Cameroun ; promouvoir la solidarité et l'entraide entre les amis de l'Ouest Cameroun résidents sur la Côte d'Azur ; contribuer à la valorisation et à la promotion de la culture de l'Ouest Cameroun à travers l'organisation d'évènements culturels ; promouvoir l'esprit d'entreprise par la formation au montage et à la gestion de micro-projets ; mener des actions de promotion et de lobbying auprès des acteurs du développement notamment dans les domaines de la santé, du développement durable à destination des populations de l'Ouest Cameroun",6 rue jean bonfante 6000 nice,Indre,Centre-Val de Loire,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,https://www.facebook.com/amicaledesroutiersdelouest.fr/,https://www.helloasso.com/associations/amicale-des-sapeurs-pompiers-de-ouest-agglo
25,W062010037,NICE MON SOLEIL (NMS),"soutien aux orphelins et veuves du Bénin, Cameroun et de Sénégal ; aide à la scolarité et à la santé ; soutien aux jeunes niçois en difficulté, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",14 avenue paul dufourmantel 6000 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/Nice-mon-Soleil-137770049998134/,https://www.helloasso.com/associations/un-rayon-de-soleil
26,W062011299,ASSOCIATION POUR LE  DÉVELOPPEMENT DE L'AGRICULTURE AU CAMEROUN,"aider au developpement de communautés Agricoles en Afrique, particulièrement au Cameroun par l'accès aux bonnes pratiques Agricoles via un enseignement approprié
Favoriser l'accès à l'eau Potable et l'irrigation
Aider au developpement d'une Agriculture de subsistance, puis à une coopérative agricole autour de plantations comme  : le cacao, le poivre, la banane, le maïs, l'hévéa et toutes cultures appropriées au territoire concerné dans le respect de l'environnement ; Fournir du matériel de culture (manuel ou motorisé) ; Développer des structures d'enseignements pluri-disciplinaires permettant l'accès à une connaissance de base en économie, culture générale ; Subventionner les études des enfants de la communauté au moyen des revenus provenant de l'agriculture",70 avenue henri dunant 6100 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/apac06/,https://www.helloasso.com/associations/association-ayem/collectes/projet-agrinetwork
27,W062015236,INSTITUT ASSOCIATIF ACADEMIC AMAANA,"a pour objet : centre d'éducation Franco-Arabe en Afrique au Cameroun, destiné à accueillir les enfants orphelins, les jeunes et les femmes démunis pour leur apprendre à lire, à écrire ; leur donner une éducation afin de leurs permettre d'accéder aux formations diverses, accéder aux études supérieures, accéder au monde du travail par des bases de connaissances solides",16 rue gustave garaud 6300 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/amaanacharity/,https://www.helloasso.com/associations/amana
28,W072001737,ANERA (ASSOCIATION POUR UNE NOUVELLE ECONOMIE RURALE AFRICAINE),"initier et soutenir, au Cameroun, et plus particulièrement dans la province de l'Ouest, des projets de micro développement local, à l'échelle du village, permettant d'éviter l'exode rural par la création d'une économie intégrant nouvelles technologies et tradition dans le cadre d'un développement durable et équitable ; faire connaître en France, les cultures de l'Ouest Cameroun par des manifestations diverses (expositions, spectacles, ateliers, rencontres etc) ; initier et faciliter le commerce équitable entre les deux pays",33 quai jean jaures 7800 la voulte-sur-rhone,Yvelines,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/ANCAwallusunureew/,https://www.helloasso.com/associations/association-les-amis-pour-une-nouvelle-afrique-amnaf
29,W083004360,UNIS PAR STOLL,"établir et faciliter la solidarité entre ses membres ;
-être un organisme d'appui/aide au Collège Stoll d'Akono (Cameroun) ;
-sauvegarder et consolider des liens entre membres ;
-promouvoir le vivre-ensemble ;
-proposer des manifestations et actions sociales dans le but de promouvoir l'unité entre les membres d'une part et de faire partager cela aux générations futures d'autre part",6 rue d'ambly 8450 neuville-a-maire,Yvelines,Île-de-France,ÉDUCATION  FORMATION,AUTRES,https://www.facebook.com/Unis-par-le-sort-1922041414734586/posts/,https://www.helloasso.com/associations/unis-parlel-travail
30,W103003886,ASSOCIATION BIEN ETRE ET DEVELOPPEMENT DE L'ENFANT ABEDE,"suite au début de notre action en août et décembre 2014, aider et avancer dans de meilleurs conditions au développement et accompagnement de l'enfant dans l'arrondissement et commune de Dzeng, située dans le département du Nyong et So'o, région du centre au Cameroun ; besoins d'aides physique, morale et intellectuelle ; développement par les activités sportives, bien être commun par des ateliers d'organisations de fêtes, vacances scolaires, kermesse en juillet et tournoi de foot en août ; pour les fêtes de fin d'année distribution de jouets à Noël et friandises le 1er janvier ; aide à la scolarisation des enfants par le biais de dons de fournitures scolaires et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",44 rue des teinturiers 10000 troyes,Aube,Grand Est,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/ADEBE-Association-pour-le-D%C3%A9veloppement-lEnvironnement-et-le-Bien-%C3%8Atre-104081817902751/posts/,https://www.helloasso.com/associations/bien-etre-et-developpement
31,W111008617,CAMEROON POSITIV DIASPORA,"être un trait-d'union entre la Représentation Diplomatique du Cameroun en France et les Camerounais de France ;
Faciliter la recherche de solutions aux problèmes que rencontrent les camerounais de France qui nous sollicitent ;
Proposer un cadre de réflexion et de travail pour faciliter et libérer le génie des camerounais de France",4 route de narbonne 11800 trebes,Aude,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,https://www.facebook.com/cameroundiaspora.positiv,https://www.helloasso.com/associations/association-diaspora-rugby-cameroun
32,W113003851,"DYNAMIQUE AFRICAINE  "" DYNAF""","soutenir et prolonger en France, au Cameroun et en République Démocratique du Congo l'action développée au sein du Collège Bilingue JEAN ONGUENE de Bonis à BERTOUA, du centre de santé AVA de YAOUNDE, de la mairie d'EVODOULA, de la mairie de MONATELE ,  de la ferme agro pastorale au KASSÏ ORIENTAL",8 aptn°2 rue des anciennes ecoles 11340 belvis,Aude,Occitanie,INTERVENTIONS SOCIALES,AUTRES,https://www.facebook.com/dynaf11/,https://www.helloasso.com/associations/association-dynamique-africaine
33,W122004049,MEDCAMER FRANCE,"apporter une contribution active à l'accès et l'amélioration de la santé des populations, l'évolution des pratiques médicales et des métiers de la médecine au Cameroun ; participer à l'éducation des populations et personnels médicaux au Cameroun ; promouvoir les collaborations et réflexions interprofessionnelles, le partage d'expériences et les échanges entre les professionnels de santé ; promouvoir les rapports confraternels ; promouvoir l'application des normes et standards internationaux régissant la formation médicale, la pratique médicale, de même que de ceux adaptés au contexte local et reconnus comme tels par les institutions compétentes ; stimuler la participation du corps médical au débat social sur la santé et le développement au Cameroun",13 rue alphonse daudet 12450 luc-la-primaube,Aveyron,Occitanie,SANTÉ,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,https://www.facebook.com/MedCamerOfficiel/posts,https://www.helloasso.com/associations/societe-francaise-de-medecine-des-armees
34,W123002095,ROCARD - A COEUR VAILLANT RIEN D'IMPOSSIBLE,"organisation de soirées Afro trap universelles, de matchs de gala pour pouvoir récolter des fonds afin de venir en aide aux personnes défavorisées notamment des enfants dans les orphelinats mais aussi dans les prisons centrales basées au Cameroun dans les villes de Douala, Sangmelima et Bandjoun",23 rue pierre polier 12200 villefranche-de-rouergue,Aveyron,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,CLUBS DE LOISIRS/ RELATIONS,https://fr-fr.facebook.com/%C3%80-c%C5%93ur-vaillant-rien-dimpossible-131145583620180/posts/,https://www.helloasso.com/associations/les-jardins-du-coeur-vaillant
35,W131003764,TAM TAM DE L'ESPOIR,CONTRIBUER A LA SCOLARISATION DES ENFANTS EN MILIEU DEFAVORISE AU CAMEROUN,allee des suilles 13680 lancon-provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/teamdelespoir/,https://www.helloasso.com/associations/team-frederic-tandem-de-l-espoir
36,W132004257,L'OASIS,création et gestion d'un orphelinat au Cameroun,petite route de tarascon 13910 maillane,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://fr-fr.facebook.com/LOasis244/,https://www.helloasso.com/associations/l-oasis
37,W133000367,"SOLIDARITE, ROQUEVAIRE - FONGO DENG",Oeuvrer au rapprochement des populations tous âges confondus de la ville de Roquevaire et du village de Fongo Deng au Cameroun avec pour objectif de parvenir à un jumelage des deux communes.,boulevard piot 13360 roquevaire,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ACTION SOCIOCULTURELLE,AUTRES,https://www.facebook.com/FilsFongoNdeng/,https://www.helloasso.com/associations/solidarite-06
38,W133003155,AIDE ET SOUTIEN A RHUMSIKI (ASAR),Aide et soutien aux cursus d'enseignement et d'éducation des élèves de l'école primaire de Rhumsiki (Cameroun).,41 boulevard du bocage 13821 la penne-sur-huveaune,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ÉDUCATION  FORMATION,AUTRES,https://fr-fr.facebook.com/Rhumsiki-commity-1594923267483859/,https://www.helloasso.com/associations/aide-et-soutien-pour-le-senegal
39,W133006328,POUALA' - AMICALE DU GRAND MIFI,"faire connaître et promouvoir la culture du Grand Mifi-Cameroun; soutenir le développement rural à travers des projets humanitaires à destination des villages du Grand Mifi; aider à l'intégration et à l'insertion des membres et des nouveaux arrivants; assurer solidarité, assistance et entraide entre les membres; participer aux actions humanitaires en France et à Marseille en particulier",73-75 la canebiere 13001 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,https://www.facebook.com/people/Amicale-du-Grand-Nancy/100059052994766/,https://www.helloasso.com/associations/pouala-grand-mifi
