id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url
W715006912,"bien être et épanouissement de la femme rurale, du groupement de wall au Cameroun ; elle agit pour alléger ses tâches et améliorer ses conditions de vie à travers ; accompagnent de la femme rurale dans l'exercice de ses multiples fonctions et tâches grâce au soutien matériel et moral ; promotion du bénévolat et de la solidarité entre elles d'une part, entre elles et les femmes d'ailleurs d'autre part, en organisant des échanges d'expériences et des rencontres culturelles, incitation de la jeune fille à l'ouverture du monde extérieur à travers la lecture, les causeries éducatives, organisation et soutien des actions sociales et solidaires dans les domaines de la santé, l'éducation, la culture en animant des séances de sensibilisation à l'hygiène alimentaire et corporel, en apportant des aides aux fournitures scolaires, médicaments, petits matériels agricole et médical, vêtements, denrées alimentaires, etc, ouverture d'un espace de rencontres pour la pratique des activités de loisirs et",78 avenue edouard herriot 71000 macon,Saône-et-Loire,Bourgogne-Franche-Comté,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,"ASSOCIATION FEMMES RANGEES ""MA'A TIRA""",not found,not found
W721000071,"aider à l'épanouissement et échanges entre  personnes handicapées en France, au Cameroun et si possible dans le monde",23 boulevard de la gare 72200 la fleche,Sarthe,Pays de la Loire,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,SEPT X,not found,not found
W721001402,"recueillir les matériaux pédagogiques, usés et nouveaux, et les envoyer aux pays africains qui sont enregistrés avec l'organisation : le Gabon, le Cameroun, le Togo et Madagascar ; Growing Together Africa est un organisme de bienfaisance publique aux Etats-Unis",59 rue du leard 72200 la fleche,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),GROWING TOGETHER AFRICA FRANCE,not found,not found
W723000371,"entraide entre les membres adhérents, formation et information des lois françaises pour le meilleur respect de celles-ci ; organisation de tombolas, participation aux activités de la commune ; organisation des fêtes publiques, soirées festives, vente de boissons et articles culturels visant à aider d'autres structures moins nanties (orphelinats, les femmes et vieillards sans revenus) au Tiers-Monde (Cameroun)",46 rue des bouvreuils 72000 le mans,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),BETI-BE-NANGA,https://www.facebook.com/BETI-Be-NANGA-108221720949923/,not found
W723002823,"de susciter l'ambition, de dédier à l'Afrique à la France, à l'International et de promouvoir comme d'exercer, d'encourager toutes initiatives positives en faveur du continent de l'Afrique et en France et à travers le monde entier avec les outils de communications actuelles. De développer la scolarisation des enfants d'Afrique, parrainer des enfants pour leur éducation et d'ouvrir des centres d'accueil, des écoles publiques et privées liées à la connaissance, à l'apprentissage général des cultures des traditions des loisirs, des ethniques nombreuses et toute la diversité de l'Afrique en Afrique et autres programmes sous toutes les formes. De sensibiliser artistiquement et musicalement par des moyens éducatifs comme ludiques avec les tous les moyens existant de diffusion, radiodiffusion, fournitures matérielles BF & HF maintenance & installation, distribution, production, promotion, édition, réseaux sociaux, etc... et toutes activités ayant un rapport direct ou indirect avec les arts, la culture, les loisirs, socio-éducatif, les traditions, les voyages, le tourisme, produits artisanaux, objets d'art et décoration, prêt à porter, tissus, mobilier, vannerie, le commerce équitable, développement durable, l'artisanat, la rencontre, l'union mixte, découverte Franco Camerounaise, ouvrir un réseau d'amis entre l'Afrique et la France, un espace communautaire avec tous les moyens présents et à venir. D'organiser des manifestations de tout caractère en Afrique et en France international, de prendre à sa charge toutes autres actions et projets qui pourraient lui être expressément confiées qui peuvent concourir au développement éducatif au sein de l'enseignement propre du, des expressions de la musique, de la chanson, des arts et mettre en oeuvre tous les projets qu'elle juge nécessaire en son nom et ou avec l'aide de partenaires et tous les relais administratifs agissant et protection nécessaire et de tous soutiens, liés aux objectifs. Assurer le divertissement des enfants à travers l'apprentissage. L'amélioration les conditions de vie des jeunes déshérités. Encourager et promouvoir les initiatives culturelles chez les jeunes. Répondre aux besoins vitaux de nutrition des populations et apport de solutions à long terme notamment, en accompagnant les femmes à travers des projets porteurs leur permettant d'être autonomes et financièrement indépendantes. Promotion, production, l'éducation, l'artisanat, l'agriculture, le maraîchage comme facteur de développement, la communication actuelle et avenir. Lutter contre les violences faites aux femmes. Assistance aux filles mères. Aide aux handicapés, aux orphelinats, enfants miséreux, pauvreté dans les milieux ruraux. Travailler en concertation avec les populations à la base pour participer à leurs besoins ou problèmes classés par ordre de priorité et envisager des solutions appropriées. S'investir dans des domaines de développement, éducation scolaire et des arts et spectacles et mener des actions pouvant concourir au bien-être des populations démunies. Aider les populations urbaines et rurales à s'organiser dans l'optique de l'autopromotion, l'autoproduction et de l'auto-développement etc...",27 rue pierre louis 45100 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,"ASSOCIATION KIDS FAMILY ""KIDS"" KIDS INTERNATIONAL DÉVELOPPEMENT SOLIDARITÉ",https://www.facebook.com/Association-KIDS-Family-International-D%C3%A9veloppement-Solidarit%C3%A9-102589024792597/,not found
W723004625,Entraide Solidaire Communautaire et Lutte et prévention des maladies sexuellement transmissibles auprès des jeunes au Cameroun. Construction à terme d'un centre d'accueil d'orphelins de mères atteintes de MST,14 rue louis bleriot 72700 allonnes,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CONFIANCE TOUJOURS SOLIDAIRE,not found,not found
W723005038,"rencontres religieuses ( culte du dimanche) ; réunions de prière
( les mercredis soirs)",81 rue nationale 72000 le mans,Sarthe,Pays de la Loire,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,EGLISE PRESBYTERIENNE CAMEROUNAISE DU MANS,not found,not found
W723005919,"développer entre les membres actifs et adhérents : l'entraide, l'assistance, la solidarité ; au niveau du Cameroun apporter son soutien aux orphelins du sida",3 rue jules ferry 72560 change,Sarthe,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICALE SOLIDAIRE DE LA SARTHE (ASS),not found,not found
W723007334,"apporter des activités diverses ( sportives, culturelles, etc... au Cameroun",20 rue de la valee mithouard 28110 luce,Eure-et-Loir,Centre-Val de Loire,CLUBS DE LOISIRS/ RELATIONS,ESPOIR BIEN ETRE,not found,not found
W723007718,"réunir des personnes qualifiées et de compétences variées au service de productions culturelles, sportives et humanitaires ; il s'agit d'une part d'organiser des évènements culturels et sportifs et d'autre part de reverser les bénéfices pour la cause humanitaire au travers de l'insertion sociale des enfants défavorisés d'Afrique ; l'égalité des chances des enfants est notre priorité ; la scolarisation des enfants défavorisés leur permettra de meilleures chances d'intégration professionnelle une fois devenus adultes ; ASC AFRIKYAMO recherche des financements pour les projets d'aide à l'insertion des enfants et femmes seuls en Afrique centrale notamment Tchad,Cameroun et Mali ; elle favorise l'échange culturel et la promotion des arts",31 rue de la solidarite 75019 paris,Paris,Île-de-France,SPORTS/ ACTIVITÉS DE PLEIN AIR,ASSOCIATION SPORTIVE ET CULTURELLE AFRIKYAMO - ASCA,not found,not found
W723008371,apporter une aide au centre de santé catholique de Salapoumbé Cameroun,3 rue de rotterdam 72000 le mans,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),TOUS POUR SALAPOUMBE,not found,not found
W723009100,aide médicale et paramédicale à la population de Douala ( Cameroun) et ses environs ; aide et soutien scolaire ; aide au développement de la coopération culturelle',42 cour2 saint victeur 72000 le mans,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ICI AILLEURS,not found,not found
W723009444,"Contribuer au développement de l'éducation de la santé de la culture et de l'environnement au Cameroun par: 1ere insistance matérielle et technique auprès des écoles maternelles et primaires, les centres médicaux-sociaux, les associations et les collectivités locales.",11 rue reaumur 72000 le mans,Sarthe,Pays de la Loire,CLUBS DE LOISIRS/ RELATIONS,ASSOCIATION NOSSABI,not found,not found
W723010259,"promouvoir la culture du peuple Beti du Cameroun dans la Sarthe ; participer au financement des micro-projets initiés par les villageois et ONG en pays Beti ; organisation des conférences, débats des soirées à thème cuisine, danse, tenue de buvette, initiation à l'art Beti",69 rue compain laurent 72000 le mans,Sarthe,Pays de la Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,OYILI BETI,not found,not found
W723010304,soutiens humanitaires à la zone de Messamena au Cameroun,22 bis rue de la barillerie 72000 le mans,Sarthe,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GRAIN D'ESPOIR,not found,not found
W723010909,"aide, assistance et solidarité entre ses membres, développement des villages enclavés de l'arrondissement de LEMBE YEZOUM au Cameroun. Promotion et valorisation de la culture et du patrimoine YEZOUM, rassembler les familles YEZOUM, la promotion et le développement dans les domaines de : l'environnement, protection de la nature, amélioration du cadre de vie etc, la santé, l'éducation, lutte contre l'exode rural et l'immigration, l'insertion et l'intégration sociale et professionnelle. L'association peut conduire toute réflexion ou action relative au développement rural de l'arrondissement de LEMBE YEZOUM du Cameroun et toutes les zones YEZOUM dans le monde",36 allee du manoir 72000 le mans,Sarthe,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,NKUL YEZOUM,not found,not found
W723016044,"cette association a pour but :
* le soutien moral et financier en cas de deuil ou de difficultés
* l'assistance des différents membres
* l'entraide
* la promotion de la culture camerounaise
* la solidarité entre les membres",5 rue de monaco 72190 coulaines,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LE BAOBAB,not found,not found
W723016352,"encourager et promouvoir la culture camerounaise, dont celle du DJA et LOBO
valoriser l'entraide et la solidarité
faciliter l'intégration des nouveaux arrivants camerounais en France
défendre les valeurs de la femme africaine
partager et faire découvrir la culture camerounaise",11 avenue de paderborn 72000 le mans,Sarthe,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LA DJALOBIENNE,not found,not found
W731002440,"apporter une aide matérielle à l'Ecole Primaire GR2 de Melong, Province du littoral, Cameroun, (les fournitures non consommables : cartable, trousse, règle, taille-crayon ne seront pas fournies chaque année, le but étant également de sensibiliser les élèves à l'entretien de leur matériel) ; apporter une aide matérielle au dispensaire de Melong, Province du littoral, Cameroun, par le biais de dons de médicaments et de matériel médical spécifiques aux soins des enfants",195 chem1 des pommiers 73400 ugine,Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PIERRETTE ET SES MARMOTTONS,not found,not found
W741002157,"s'attaquer à l'un des effets de la misère profonde des familles africaines plus précisément au Cameroun, par faute de moyens financiers des parents, les enfants en bas âges sont très mal vêtus; collecter des vêtements, des chaussures et des jouets chez des particuliers et dans d'autres associations; les acheminer et les distribuer aux familles nécessiteuses",4 allee des acacias 74940 annecy-le-vieux,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,KIMHABILLE,not found,not found
W741004255,"aider les dispensaires du sud Cameroun, plus précisément dans l'arrondissement de Sangmélima, district d'Avebe car les femmes accouchent dans des conditions précaires, avec un taux de mortalité infantile très élevé pour faute de structures et de matériel adapté, sans oublier l'absence de médicaments et de vaccins",3 allee du dejeuner sur l'herbe 74960 cran-gevrier,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION EBENE - EUROPE,not found,not found
W741005529,"développer le village d'AYOS au CAMEROUN, domaine régalien ; routes, accès à l'eau potable, électricité, école, maison de santé etc",417 chem1 des grands champs 74540 chainaz-les-frasses,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOLAYOS,not found,not found
W741009160,"contribuer à l'expression d'un nouvel ordre politique au Cameroun et au débat politique, dans la pure tradition démocratique de la république ;
le mouvement de la diaspora camerounaise prône une « certaine idée de la politique», indépendante, républicaine et sociale basée sur le débat d'idées et un programme de gouvernement ; ce mouvement citoyen se bat pour un Cameroun avec un projet de société qui respecte les citoyens et s'appuie sur les camerounais de divers horizons",11 rue du vallon vert 74600 annecy,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MOUVEMENT DE LA DIASPORA CAMEROUNAISE,not found,not found
W741009173,"soutenir matériellement et financièrement les actions engagées par les soeurs de la croix en pays de mission, notamment au Congo (Makoua)-Cameroun, dans le cadre d'une aide au développement",rue bienheureux pierre favre 74230 thones,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOLIDARITE MAKOUA,not found,not found
W741009243,"entraide entre femmes Bamilékés et projets de dons pour les écoles et villages Bamilékés
promouvoir l'éducation dans les villages de l'ouest du Cameroun (écoles, aires de jeux...)
aider pour l'installation de l'eau potable dans les zones reculées",933 route departementale 1203 74370 filliere,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION FEMMES ACTIVES BAMILÉKÉS,not found,not found
W742007676,"améliorer le niveau de vie des populations villageoises au Cameroun
en soutenant des initiatives communautaires afin de lutter contre l'exode rural et l'immigration clandestine ;",70 impasse de la garette 74950 scionzier,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CONSCIENCE CAMEROUNAISE POUR LE LIBERALISME COMMUNAUTAIRE-EUROPE,not found,not found
W743001167,venir en aide aux enfants de BASSOUMBOU (Cameroun) en leur donnant une éducation autant scolaire que sportive (tennis),3 place de la vignule 74380 lucinges,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,B.T.S. BASSONG TENNIS SOLIDARITE,not found,not found
W743001267,"créer un climat amical, fraternel entre les différents adhérents et faire régner en son sein une entraide et une solidarité collective; élaborer et réaliser des projets d'aide et de développement en Afrique en générale et au Cameroun en particulier; rechercher des partenariats avec d'autres associations ou organismes poursuivant les mêmes objectifs",46 rue du chablais 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES INDOMPTABLES DU LEMAN,not found,not found
W743001396,"promouvoir l'éducation et la scolarisation des jeunes orphelins, handicapé, lépreux au Cameroun, aider les jeunes filles-mères ; soutien des initiatives dans les villages par la création de puits d'eau, de coopératives agricoles, équiper les écoles en matériel scolaire ; aider dans les hôpitaux ; solidarité et entraide",15 b avenue du marechal leclerc 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,QUEL EST NOTRE REVE?,not found,not found
W743001876,rassembler des africains et les amis de l'Afrique sans distinction d'âge de sexe ou d'ethnie ; promouvoir les échanges entre les personnes de toute religion ou nationalité ; faire connaître le Cameroun à travers ses spécialités culinaires et culturelles ; aider les compatriotes vivant en Haute-Savoie qui se trouvent dans le besoin,2 rue lionel terray 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION SOLIDARITE SANS FRONTIERE,https://www.facebook.com/asso.ssf,https://www.helloasso.com/associations/association-solidarite-sans-frontieres-assf
W743001889,"promouvoir la solidarité agissant entre ses membres et de contribuer au développement culturel, économique et social des pays Bamilékés au Cameroun et au-delà",2 bis rue honore de balzac 74100 ambilly,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION BAMILEKES ET AMIS (A.B.A.M.S),not found,not found
W743001974,"aide aux enfants abandonnés et orphelins de la ville de Yaoundé et des ses environs ; aide pour l'amélioration de la prise en charge des patients dans les centres de santé de certains villages du centre, du sud et de l'est du Cameroun",17 b avenue napoleon iii 74160 saint-julien-en-genevois,Haute-Savoie,Auvergne-Rhône-Alpes,SERVICES FAMILIAUX/ SERVICES AUX PERSONNES ÂGÉES,ASSOCIATION DOUCEUR DES ANGES,https://www.facebook.com/Association-Douceur-Des-Anges-244294346046141/,https://www.helloasso.com/associations/association-douceur-des-anges-adda
W743006236,"venir en aide et apaiser les souffrances des personnes handicapées, leurs familles et handicapées réfugiées vivant au Cameroun, dans les domaines de la santé, l'éducation, la formation, l'insertion professionnelle, la sensibilisations sur leurs droits",01 rue de l esperance 74100 ville-la-grand,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),P & C HANDICAP,not found,https://www.helloasso.com/associations/p-c-handicap
W743006257,"aider les enfants orphelins au cameroun
aider les femmes pour éradiquer la pauvreté",4 rue rene naudin 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION MARIE-CLAIRE N.KUJA,https://www.facebook.com/NGOMKF/,not found
W744001084,"venir en aide aux peuples défavorisés dans le monde au travers des actions sportives et culturelles, rendre des services altruistes, encourager et oeuvrer pour faire progresser l'entraide et la paix dans le monde. L'association collecte et envoie des vêtements et du matériel scolaire aux partenaires locaux, qui ont en charge sa distribution auprès d'établissement éducatifs avec lesquels un programme d'aide à la scolarisation a été engagé au Cameroun, au Tchad et au Burkina Faso. L'ASCEP recherche des financements pour les projets de constructions d'écoles, de dispensaires, d'adduction d'eau potable. Elle favorise l'échange culturelle et jumelage. La promotion de l'art et de la culture dans le Chablais",369 route de champboulens 74140 loisin,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASCEP SOLIDARITE,not found,not found
W744001510,"réunir des personnes qualifiées et de compétences variées au service de productions culturelles, sportives et humanitaires ; il s'agit d'une part d'organiser des événements culturels et sportifs et d'autre part de reverser les bénéfices pour la cause humanitaire ; l'objectif est de financer la collecte et l'envoi de vêtements, de matériel scolaire scolaire aux partenaires locaux qui ont en charge sa distribution auprès d'établissements éducatifs avec lesquels un programme d'aide à la scolarisation a été engagé au Cameroun, au Tchad et au Burkina Faso ; l'association recherche des financements pour les projets de constructions d'écoles, de dispensaires et d'adduction d'eau potable ; elle favorise l'échange culturel, les jumelages, la promotion des arts et des cultures",26 avenue de verdun 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,OSAC HUMA - ORGANISATION SPORTIVE ASSOCIATIVE ET CULTURELLE,https://fr-fr.facebook.com/osac.huma.3,not found
W744006592,"promouvoir le développement de la jeunesse camerounaise au travers d'actions humanitaires visant l'éducation, la protection, la nutrition et la santé de jeunes défavorisés,
- construire des écoles de formation,
- scolariser les plus démunis et ceux en difficulté physique et mentale,
- fournir un soutien alimentaire et matériel aux orphelinats et centre d'accueil ;",236 rue de la praly 74890 bons-en-chablais,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,"ASSOCIATION DE JEUNES AU PROFIT DES CAMEROUNAIS ""ESPOIRS DU FUTUR""",not found,not found
W751041316,"réunir tous ceux qui, à des titres divers, sont attachés aux valeurs spirituelles, humaines et culturelles, telles qu'elles sont vécues au Nord Cameroun (diocèse de Maroua Mokolo et mission de Tokombéré), et à Paris (paroisse et quartier Saint-Germain des Près)",3 place saint germain des professeures 75006 paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ASSOCIATION SAINT GERMAIN DES PRES TOKOMBERE,not found,not found
W751065558,"promouvoir le regroupement, le rasemblement des ressortissants des familles de l'ancêtre Baken; promouvoir la fraternité, l'esprit familial, la solidarité, l'entra'aide, l'union de tous, la protection sociale, spirituelle et physique, maternelle, financière et intellectuelle; mettre en valeur leur humanisme, la civilisation et la culture Bassa; exercer dans tous les domaines, des initiatives en vue de l'émancipation constante des populations Bassa et de tout le territoire national Camerounais",18 rue charles conrad 93270 sevran,Seine-Saint-Denis,Île-de-France,INTERVENTIONS SOCIALES,HEEGA BAKENG (ASSOCIATION FAMILIALE HEEGA-BAKENG),not found,not found
W751111958,apporter à l'équipe nationale de football du Cameroun son soutien matériel et moral,71 boulevard ornano 75018 paris,Paris,Île-de-France,SPORTS/ ACTIVITÉS DE PLEIN AIR,ASSOCIATION POUR LE SOUTIEN DES LIONS INDOMPTABLES ASLI,not found,not found
W751163408,"permettre le rassemblement et l'intégration au sein de la société française de tt les filitions logkat, adhérent ou ayabnt manifesté leur volonté d'adhérer à l' AFILKAF, favoriser l'entraide et la solidarité entre ses adhérents, favoriser le développement socio-économique et culturel du canton LOGKAT au CAMEROUN",77 rue des cotes d'auty 92700 colombes,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AFILKAF ASSOCIATION DES FILIATIONS LOGKAT DE FRANCE,not found,not found
W751165692,promouvoir des initiatives visant a développer la santé et l'éducation au village badzifeng en particulier de la menoua et du Cameroun en général,56 rue compans 75019 paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,BADZIFENG SANS FRONTIERES D'EUROPE,not found,not found
W751169925,"favoriser la rencontre de tous les membre
promouvoir les uvres sociales et culturelles du village Fotouni en france
S'ouvrir aux autres associations
D'entraide et de lien entre la famille de France et le village Fotouni du Cameroun",53 rue compans 75019 paris 19e,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES FOTOUNI DE FRANCE,not found,not found
W751170104,"Promouvoir et d'assurer la synergie des Associations adhérentes, partenaires du C.P.H (centre de Promotion Humaine) de Tokombéré (Nord Cameroun).",2 avenue pasteur vallery-radot 94000 creteil,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),"""FEDERATION INTERTOK""",not found,not found
W751170267,"développement économique, social et culturel du village dOkoth au Cameroun ; elle devra promouvoir tout ce qui contribuera au développement du village",13 rue rene camier 93000 bobigny,Seine-Saint-Denis,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,ASSSOCIATION DES RESSORTISSANTS D'OKOTH VILLAGE AROV,not found,not found
W751176560,"instaurer une entraide en direction de ses adhérents et sympathisants ; mettre sur pied toutes les conditions possibles indispensables au bon fonctionnement d'une assistance entre les membres et sympathisants ; contribuer au regroupement des membres et sympathisants autour des thèmes suivants : peines, douleurs, gaietés, joies diverses, réjouissances, etc ; contribuer autant que faire se peut au développement du village BABONE situé au Cameroun dans le département du Haut-Nkam ; aider ses membres à mieux sinsérer et sintégrer sur le territoire français et dans lespace européen, ainsi quaux cultures correspondantes",47 d rue des francs bourgeois 75004 paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES RESSORTISSANTS BABONE DE PARIS (ARBP),not found,not found
W751177317,"réunir tous les ressortissants de Manyu, la province du sud ouest au Cameroun, résidant en France et les sensibiliser de manière a être autonome, fiable, à réaliser des projets, self reliant, projects, promouvoir et développer davantage notre culture",4 avenue debidour 75019 paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MEDCA MANYU ELEMENTS DEVELOPMENT AND CULTURAL ASSOCIATION,not found,not found
W751183683,"développer les compétences des personnes dont la maîtrise insuffisante de la langue française constitue un obstacle à leur insertion professionnelle, en France ; apporter à tous jeunes ou adultes, par la formation, tout outil susceptible de favoriser leur insertion professionnelle ; remettre à niveau tous jeunes en situation d'échec scolaire désireux de reprendre leurs études, préparer un concours administratif ou intégrer une formation professionnalisante ; apporter les savoirs de base aux personnes en difficulté face à ceux-ci ;aider les jeunes des écoles élémentaires et secondaires dans leur scolarité ; au Cameroun, en partenariat avec l'association de la Salle, lutter activement contre l'analphabétisme et surtout l'illettrisme qui ronge la jeunesse de ce pays et son insertion professionnelle",72 boulevard mortier 75020 paris,Paris,Île-de-France,ÉDUCATION  FORMATION,ASSOCIATION CENTRE J.B. DE LA SALLE,not found,not found
W751184917,le soutien des activités de la fondation bethléem de Mouda et des uvres sociales du nord -Cameroun,24 rue de milan 75009 paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,LES AMIS DE MOUDA,not found,not found
W751189761,"se connaître et se rassembler pour s'entraider et faire vivre en commun ce qui reste de leur tradition et de leur culture ; l'association s'occupe des difficultés de ses membres en France, mais elle s'intéresse également à l'évolution sociale économique et culturelle de la région Bikok ; elle est la filiale de l'AFIBIK du Cameroun, mais son fonctionnement est autonome",36 rue sauffroy 75017 paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ASSOCIATION DES FILLES BIKOK EN FRANCE AFIBIF,not found,not found
