id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url
W442016317,"soutenir les initiatives des habitants du village Deido au Cameroun et particulièrement les projets sociaux, culturels et éducatifs",31 rue georges clemenceau 44340 bouguenais,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DEIDO ICI ET LABAS,not found,not found
W442016783,"aider les enfants en Afrique Centrale (République Centrafrique, Congo et Cameroun) ; elle vient en aide physiquement, dans la santé, l'éducation",9 rue alexandre fourny 44230 saint-sebastien-sur-loire,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CENTRA AFRIKA - THE UP DANCERS CREW 44,not found,not found
W442019979,"aider les écoles, orphelinats, centres  médicaux ; améliorer le quotidien et les conditions de scolarisation des enfants démunies vivant en Afrique centrale (plus précisément au Cameroun) en les approvisionnant d'un minimum de matériel récupéré ; d'où le sigle ""un raccourci vers un sourire de plus"" ; encourager, sensibiliser et initier les jeunes de quartier aux métiers de l'art contemporain (peinture - céramique - performance artistique - danse)",31 rue jacques feyder 44100 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,KAMDJIE,not found,not found
W442023476,"venir en aide aux enfants handicapés du Rwanda et du Cameroun (scolarisation, don, aide matérielle...) ; de donner des cours de danse africaine (bikutsi, makossa...) ; la production de jeunes artistes ; les cours de disc-jockey et l'intégration des jeunes à travers des activités culturelles ; l'organisation des soirées et spectacles, des divertissements, l'exploitation de bar ainsi que la location de salle",2 rue des epinettes 44830 bouaye,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MELROSE,not found,not found
W442026338,"donner des leçons de pâtisseries aux femmes réfugiées victimes de la crise anglophone dans les régions du Sud-Ouest au Cameroun, afin de favoriser leur autonomisation et indépendance financières",2 rue du port 44470 thouare-sur-loire,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GOSHEN BAKING SCHOOL,not found,not found
W442026379,"association culturelle et humanitaire ; initier, soutenir, accompagner ou animer différents projets humanitaires pour le développement local au Cameroun, notamment dans l'arrondissement de Tonga, dans le département du NDÉ, et ses environs ; promouvoir et valoriser, en France et au Cameroun, certains produits agricoles des terroirs tels que les différentes qualités de riz de Tonga ; favoriser l'accès aux soins des populations par la mise à disposition d'une ambulance d'urgence et la construction éventuelle des cases de santé de proximité pour les premiers soins ; oeuvrer pour des mesures de salubrité dans les établissements scolaires et les lieux publics par la construction des toilettes et l'accès à l'eau potable ; participer en France à différentes actions ou manifestations humanitaires telles que : banque alimentaire, journées de distribution de colis alimentaires aux ayants droit ; organiser des manifestations culturelles ou humanitaires en partenariat avec d'autres institutions",1 bis rue des pavillons 44100 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DIASPORA TONGA ET LES ALENTOURS,not found,not found
W442026732,"réunir les africains de l'intérieur et de l'extérieur dans le but d'échanger, de réfléchir dans le but d'améliorer le cadre de vie de nos populations en Afrique et au Cameroun en particulier ; apporter un soutien matériel et financier aux personnes en difficultés",111 mail haroun tazieff 44300 nantes,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES AMIS DE LA RENAISSANCE,not found,not found
W442026859,rassembler les ressortissants du département du Ndé (au Cameroun) qui vivent à Nantes ; établir un réseau de solidarité entre les ressortissants du Ndé vivant à Nantes ; promouvoir la culture du Ndé ; favoriser les échanges entre les membres de l'association et leur département d'origine ; promouvoir des projets communs entre ses membres,39 rue de beau soleil 44340 bouguenais,Loire-Atlantique,Pays de la Loire,CLUBS DE LOISIRS/ RELATIONS,FAMILLE NDE,not found,not found
W443004256,"promouvoir l'éducation en Afrique, en particulier au Cameroun et au Sénégal, par la création d'écoles pilotes et solidaires",29 rue de la paix etage des anciennes routes 44600 saint-nazaire,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LEKOL SOUBA (ECOLE DE DEMAIN),not found,not found
W443005740,"d'apporter un soutien matériel et logistique aux habitants du village de MAPAMTON et des ses environs, situé au CAMEROUN",23 bis hessin 44160 sainte-anne-sur-brivet,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MAPAMTON,https://www.facebook.com/asso.mapamton/,not found
W444000419,"contribution, participation et promotion d'actions visant au développement éducatif, culturel et socio-économique du Cameroun, et éventuellement d'autres pays africains en utilisant les échanges internationaux avec des structures française, comme leviers ;",75 lieu-dit le moulin de la tessaudiere 44521 couffe,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ESPOIR AFRIQUE,https://www.facebook.com/assoespoirafrique/,https://www.helloasso.com/associations/espoir-afrique
W451001085,"aider les enfants handicapés du Cameroun et d'Afrique en général, en récoltant des dons de toute nature, afin de les leur redistribuer. L'objectif est d'améliorer les conditions de vie de ces enfants handicapés. Cela passe par des aides à la scolarisation, des suivis médicaux, des jeux, la sensibilisation à la question du handicap, des organismes concernés, etc.L'association ENFHANDI se donne pour mission principale de démarcher d'éventuels donateurs en France et partout où cela lui sera possible, et d'assurer le transfert des dons ainsi récoltés, jusqu'aux enfants malades",300 avenue du president roosevelt 45220 chateau-renard,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENFHANDI,not found,not found
W451001592,"militer er agir pour le développement de l'éducation, de la culture et de l'expression artistique en soutenant et réalisant toutes les formes d'expression artistique, en soutenant et en réalisant, produisant et exploitant toutes les formes d'expression artistique sur tous les supports techniques disponibles ou dans le cadre d'évènements; promouvoir le développement des conditions de vie par la prise en charge des habitants eux -mêmes dans le quartier de la Briquetterie, et au village de MVONG NDI, dans un premier temps, puis par extension, dans toute localité du Cameroun",9 boulevard belles manieres 45200 montargis,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MVOG NDI,not found,not found
W451008426,"concourir à la libération du Professeur Maurice KAMTO actuellement incarcéré à la prison centrale de Nkondengui au Cameroun pour des raisons politiques ; KOR s'engage à promouvoir un Cameroun indépendant, équitable et libre ; KOR s'engage à uvrer à la protection des personnes vulnérables (femmes, enfants, personnes handicapées)",92 rue gambetta 45120 chalette-sur-loing,Loiret,Centre-Val de Loire,ACTIVITÉS POLITIQUES,KAMTO OU RIEN (K.O.R.),https://www.facebook.com/groups/618078768714383/,not found
W452000291,CONTRIBUER AU DEVELOPPEMENT CULTUREL ET ECONOMIQUE DES VILLAGES DU CAMEROUN,6 bis rue alain fournier 45100 orleans la source,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION POUR LE DEVELOPPEMENT DU COMMERCE EQUITABLE : S'ADRESSANT A LA COHESION ET LA SOLIDARITE DES VILLAGES (A.D.C.S.V.),not found,not found
W452000375,PROMOUVOIR LES ACTIVITES SOCIO CULTURELLES SPORTIVES ET DE LOISIR EN FRANCE ET AU CAMEROUN. ENSEIGNER FORMATION ET APPRENTISSAGE AU CAMEROUN. FIXER LES JEUNES AU CAMEROUN POUR PRATIQUER UNE ACTIVITE CULTURELLE OU SPORTIVE TOUT EN ETUDIANT,45000 orleans,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,FORM-ACTION,not found,not found
W452006000,"réaliser des actions humanitaires de tout type dans le domaine de la santé, en Afrique en général, au Cameroun en particulier; au titre d'actions, il peut être cité comme exemples : la dispense de soins; la distribution de médicaments et du matériel médical; la construction, rénovation et aménagement des centres de santé; l'éducation sanitaire, la formation et le perfectionnement du personnel médical, etc.; aux fins de réalisation du dit objet, l'association fera appel au personnel de la santé, des travaux publics, du bâtiment, des transports, de l'eau et aux juristes",25 rue du faubourg saint jean 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANTE AFRIQUE PERFORMANCE,not found,https://www.helloasso.com/associations/sante-afrique-performance
W452006341,"mobiliser les moyens matériels et financiers en vue de subvenir aux besoins multiformes des orphelins, des enfants abandonnés, des veuves et des mères célibataires au Cameroun",5 rue de bellevue 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),SUR LE MONT DES OLIVIERS,https://www.facebook.com/surlemontdesoliv,not found
W452011671,venir en aide aux enfants du Cameroun dont les parents sont morts du sida ; organiser des séances de travail et diffuser des informations sur les effets de la maladie du sida ; organiser des manifestations culturelles visant à promouvoir des échanges d'opinions entre les communautés appelées à se rencontrer,6 rue sidney bechet 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION SOLIDARITE OBLIGE,not found,not found
W452011709,"réunir les joueurs et joueuses de basketball issus des clubs de l'agglomération orléanaise lors de tournois et matchs de gala au début de chaque été ; mettre en place des actions de type humanitaire tendant à promouvoir, à développer la pratique du sport, en particulier le basketball, chez les jeunes dans les différentes provinces du Cameroun ; réunir les personnes désireuses de construire ensemble les pôles de développement sportif, culturel et éducatif durables",59 rue des armenault 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,ASSOCIATION MAHOLA,https://www.facebook.com/mahola.aid/,not found
W452012294,"venir en aide aux malades, aux orphelins, aux seniors et aux enfants déshérités, sa mission première étant de donner de la nourriture, des vêtements, des fournitures mais surtout d'offrir une éducation et une formation professionnelle afin de préparer les orphelins à une vie d'adulte responsable et autonome ; soutenir les parents qui sont dans le besoin ; aider et soutenir les enfants qui rencontrent des difficultés au sein de leurs familles ; soutenir les personnes âgées très souvent abandonnées dans nos campements ; construire un centre d'accueil pour personnes âgées et pours jeunes enfants ; lutter contre la malnutrition ; promouvoir la recherche et l'information autour des maladies rares, du cancer et d'Alzheimer ; organiser des conférences, congrès autour des recherches et avancées scientifiques pour combattre ces maladies ; vente de produits non règlementés ; développer et promouvoir les activités logistiques, sociales, culturelles, artistiques, éducatives, sportives, culinaires et touristiques et civique au Cameroun",463 rue du faubourg bannier 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DIVINA,not found,not found
W452012303,"soutien moral, matériel et financier des lions indomptables du Cameroun; il s'agit des Lions Indomptables dans toutes les disciplines sportives",7 rue grande rue du port 45110 chateauneuf-sur-loire,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,COSSLIC FRANCE,not found,not found
W452012780,"participer à des initiatives sportives, sociales et culturelles au Cameroun",108 rue henri ferchaud 45770 saran,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENSEMBLE À YAOUNDÉ,not found,not found
W452013175,"promouvoir les dons pour l'aide à la fourniture de matériel de santé pour les enfants du Cameroun, du Mali et du Niger",243 rue du pont lazin 45160 olivet,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DROIT AU MINIMUM SOCIAL 45,not found,not found
W452013238,"récolter des dons financiers et matériels (vêtements, fournitures scolaires, jouet, etc), financer l'achat de matériels éducatifs (ordinateurs, logiciel, etc) en faveur des écoles du Cameroun dans le but de favoriser le développement des établissements scolaires et le système éducatif pour chaque enfant puisse accéder à l'éducation",361 avenue victor hugo 45160 olivet,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES AILES DE L'ESPOIR,not found,not found
W452013959,venir en aide à la population vivant au Cameroun et de les sensibiliser sur les conditions dramatiques de voyager dans des convois non conforme,52 route d'orleans 45380 chapelle-saint-mesmin,Loiret,Centre-Val de Loire,INTERVENTIONS SOCIALES,ASSOCIATION D'AIDE AU SANS VISAS  ( A.D.S.V ),not found,not found
W452017318,"solidarité, convivialité et tolérance au niveau local et à l'international ; échanges culturels riches et divers du Cameroun et de la France ; rencontres entre les personnes en agissant sur tous les leviers possibles qui seraient source d'amélioration des relations humaines de manière responsable ; consolidation du lien social intergénérationnel ; appui et accompagnement aux projets de développement économique, social et culturel du village Grand-Zambi notamment dans les domaines de la formation, de la sauvegarde du patrimoine culturel portés par les habitants",2 allee des galeries 45190 beaugency,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENSAMA,not found,not found
W452017355,"soutenir les orphelinats au Cameroun, aider des familles en difficulté, contribuer au développement des hôpitaux et des écoles ;
l'association organisera des évènements culturels et sportifs",104 avenue charles peguy 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION FRANCE-AFRIQUE-TOUS ENSEMBLE 45,not found,not found
W452017644,"promotion de la culture et des traditions du peuple Sawa du Cameroun, et le progrès social de ses membres",30 rue du chataignier 45370 mareau-aux-pres,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,NDOL'AESSOKA SAWA,not found,not found
W452018028,creer des structures socio culturelles et sportives au Cameroun dans un premier temps et en Afrique par la suite,38 rue du nord 45600 sully-sur-loire,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,FONDATION ANGE LISUKE,https://www.facebook.com/Fondation-Ange-lisuke-106703424567478/,https://www.helloasso.com/associations/fondation-ange-lisuke
W471001507,réunir et soutenir les enfants orphelin du sida au Cameroun,14 rue du docteur labat rez-de-chaussee 47000 agen,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ENFORPHSID,not found,not found
W471001818,appui aux démunis et orphelins des zones rurales du Cameroun,7 rue des fauvettes 47510 foulayronnes,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ADOZOR FRANCE,not found,not found
W471003054,réunir et aider les enfants de la rue au Cameroun,8 impasse delacourtie 47000 agen,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L'AFRICAINE,not found,not found
W471003583,soutenir l'éducation des orphelins dans la région du Sud Cameroun ; distribuer des manuels scolaires ; parrainer des enfants en difficulté scolaire ; favoriser l'accès aux soins et à l'éducation dans les zones rurales ; distribuer du matériel médical ; distribuer des vêtements et chaussures aux personnes nécessiteuses ; distribuer des jouets aux enfants ; promouvoir la culture du Sud Cameroun avec l'apprentissage de certaines dans folkloriques du Sud Cameroun,280 chem1 de boussorp 47340 la croix-blanche,Lot-et-Garonne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION BULU DE FRANCE (ABF),not found,not found
W472000970,"venir en aide à l'intégration et étude de la langue française, orienter et porter assistance aux personnes individuelles, couples ou familles, aider les enfants orphelins et handicapés au Cameroun",lieu-dit saint-benoit 47200 birac-sur-trec,Lot-et-Garonne,Nouvelle-Aquitaine,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,MONDO ASSOCIATION 47,not found,not found
W472001057,"aides humanitaires diverses; dons de matériels scolaires (livres, cahiers, crayons,...) et suivi scolaire pour les enfants des écoles primaires du village de Menoua Bafou au Cameroun et ses environs; rénovation et amélioration des structures scolaires; accompagnements vers une formation professionnelle pour les jeunes de Bafou et ses environs; création de diverses structures dans le domaine de l'agriculture pour promouvoir et développer les plantations de fruits et légumes avec l'aide de la communauté locale (apprentissage de l'agriculture, semence, labours...) et créer diverses structures agricoles (canaux d'irrigation, réserves d'eau, ...); enrayer la désertification de la population africaine par le biais de diverses formations professionnelles pour les jeunes de Bafou et des environs",22 rue des droits de l'homme 47400 tonneins,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSO MENOUA BAFOU 47,https://fr-fr.facebook.com/AMENBAF/,https://www.helloasso.com/associations/asso-menoua-bafou-47
W472005589,"cette association a pour objet d'apporter une aide matérielle et humaine aux populations vivant dans le département de la Lékié au Cameroun ; Elle aura notamment pour objectif d'acheminer et fournir du matériel médical, ainsi que du matériel scolaire ou informatique, d'aider à la réfection de certains bâtiments, et de former les professionnels des établissements ciblés en fonction de leurs demandes ; Pour cela, l'association pourra organiser des collectes d'objets, des levées de fonds, ainsi que la vente de produits ou de services ;
L'association Solidarités Lekié est apolitique et non religieuse ;",279 route de l'aerodrome 47200 fourques-sur-garonne,Lot-et-Garonne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOLIDARITÉS LEKIÉ,not found,https://www.helloasso.com/associations/solidarites-lekie
W473002355,"valoriser et perpétuer la culture Bamileké en France et ailleurs ; accueil des primo-arrivants, aide pour les démarches administratives et ou juridiques, hébergement, nutrition, santé globale ; soutenir la population Bamiléké au Cameroun aux travers de projets d'urbanisation et d'actions dans les domaines variés : scolaire médical sportif ; promouvoir l'assistance et la solidarité entre les membres ; mutualiser les efforts pour développer des projets avec des associations analogues ;",44 rue pierre loti 47520 le passage,Lot-et-Garonne,Nouvelle-Aquitaine,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,POALAH47,not found,not found
W491000623,Mettre en place un projet de solidarite avec la province du littoral au Cameroun,23 rue tarin 49100 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LA MAISON LOGSENG,https://fr-fr.facebook.com/maison.logseng/,not found
W491001441,Echanges entre la France et le Cameroun,40 avenue notre-dame du lac 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ALBERT KAMGUEM,not found,not found
W491014167,"divertir la jeunesse angevine et du département du Maine-et-Loire à travers l'organisation de spectacles et le conseil en organisation de manifestations festives et culturelles. Informer et sensibiliser la population angevine et du département du Maine-et-Loire sur des problèmatiques et causes sociales, sociétales, humanitaires et environnementales. Accompagner les collectivités, les associations et les entreprises dans leur campagnes à vocation sociale, sociétale, humanitaire et environnementale. Electrifier et fournir en eau potable les villages en Afrique (Cameroun,..)",1 rue du lutin 49100 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,RAYON D'OR SLOGAN : ICI C'EST ANGERS,not found,not found
W491014221,"récolter des fonds pour les soins de Kelly Ngaye une grande brûlée au Cameroun (Douala) ; au cas ou les fonds récoltés seraient en surplus, ils serviraient à d'autres brûlés",13 rue marcelin berthelot 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SAUVEZ KELLY,https://www.facebook.com/sauvezkelly/,not found
W491014664,faire découvrir la cuisine africaine à travers des manifestations ; aider à la scolarité des enfants de la rue (Congo et Cameroun),10 b rue david d'angers 49100 angers,Maine-et-Loire,Pays de la Loire,INTERVENTIONS SOCIALES,PROMOUVOIR L'ART CULINAIRE AFRICAIN,https://www.facebook.com/Promouvoir-lart-culinaire-Africain-162491434110552/,not found
W491019517,"la scolarisation:fournitures scolaires, divers équipements (bureaux, banes, classeurs, dictionnaires...) travaux de sélection
la distribution de vêtements, de jouets, dans les écoles et les orphelinats
le parrainage d'enfants ou de familles
l'aide aux dispensaires à travers des dons de matériel, de médicaments
construction de cases de santé, wc, cantine scolaire, puits...etc
formation des habitants aux gestes de premier secours",7 rue louis boisrame 49000 angers,Maine-et-Loire,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ANJOU SOLIDARITÉ CAMEROUNAISE POUR MFIDA,not found,https://www.helloasso.com/associations/anjou-solidarite-camerounaise-pour-mfida
W492000790,venir en aide aux enfants et aux jeunes qui sont récupérés et pris en charge par les centres Kentaja bases au Cameroun,14 rue barbotin 49120 saint-georges-des-gardes,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES AMIS DE LA KENTAJA,https://fr-fr.facebook.com/amisdelakentaja,https://www.helloasso.com/associations/les-amis-de-la-kentaja
W492000900,association humanitaire à but éducative dans les pays en voie de développement comme par exemple le Cameroun en juillet 2010,12 square costes etage bellonte 49300 cholet,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L' ASSOC ' SE REMUE,not found,not found
W492002871,"solidarité internationale en Afrique centrale et plus particulièrement au Cameroun, par l'installation de technique facilitant l'accès à l'eau potable et l'assainissement ; aide au développement scolaire et sanitaire par la création d'écoles et structures de santé et de toutes aides susceptibles d'aider au développement durable en milieu rural",lieu-dit la cribolliere 49122 le may-sur-evre,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,EYING,not found,not found
W492007602,"défendre l'ex première dame Camerounaise Germaine Ahidjo Habiba face aux injustice qu'elles subit ; elle exerce toutes les activités et accomplit toutes le opérations tendant à réaliser cet objet, en France, dans l'Union européenne et à l'étranger ;",3 rue pasteur 49340 nuaille,Maine-et-Loire,Pays de la Loire,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,TOUS POUR GERMAINE AHIDJO,not found,not found
W493002166,"aider la population locale en précarité par le biais d'une épicerie solidaire et d'un espace de vente de vêtements, chaussures, mobilier, objets et électroménagers de seconde main, à prix coûtant. Aussi, être référencé par des assistantes sociales pour délivrer gratuitement des "" colis d'urgences "" ( nourriture et vêtement et fournitures scolaires ) pour toute personne dans le besoin. Nous offrons une seconde chance aux personnes éloignées du monde du travail par l'insertion. Au delà de l'aide, nous serons un espace d'écoute et de paroles pour chacun. Sur le long terme, nous envisagerons d'envoyer des biens matériels ( fournitures scolaires, vêtements ) vers le Cameroun pour les enfants orphelins.",1 square des joncheres appartement 311 49000 angers,Maine-et-Loire,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ETOILES DE L'ESPERANCE ( EDE ),not found,https://www.helloasso.com/associations/etoiles-de-l-esperance
W502002615,"récupérer du matériel pour toute personne ayant un quelconque handicap ; participer à la réinsertion de toute personne en situation d'handicap ou en difficulté sociale ; écouter, sensibiliser, former les jeunes face aux défis du millénaire ; rassembler les gens autour d'un idéal de fraternité ; axer son action principale au Cameroun",36 bis rue marcel sembat 50120 equeurdreville-hainneville,Manche,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PALYROM,https://www.facebook.com/people/Association-Palyrom/100064403274178/,not found
W502004156,organiser les relations de jumelage entre la paroisse Sainte Marie du Cotentin et la paroisse Saint Jean Bosco de Bafoussam (Cameroun) ; aider financièrement les participants à des rencontres entre les deux paroisses et financer des actions de solidarité en faveur de la paroisse Saint Jean Bosco ; organiser des activités diverses de nature à lui permettre de réunir les fonds nécessaires à ces buts,47 rue ferdinand buisson 50100 equeurdreville-hainneville,Manche,Normandie,ACTION SOCIOCULTURELLE,BAFOUSSAMITIE,https://www.facebook.com/Association-BafoussAmiti%C3%A9-728332793959209/posts/,not found
W503002030,"aider au développement de Moya, commune située au Cameroun, par tous moyens dans tous les domaines dont l'éducation des enfants et des adultes, l'aide à la réalisation de projet micro-économique, l'hygiène, la viabilisation de la commune et la mise en place d'équipements élémentaires pour favoriser le bien-être des habitants",8 rue charles lefebvre 50580 denneville,Manche,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AIDE AU DEVELOPPEMENT DE MOYA,not found,not found
