id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W123000913,ASSOCIATION DES DONNEURS DE SANG BENEVOLES DE CAPDENAC GARE,reunir les donneurs de sang de la region de capdenac,,,,12700,Capdenac-Gare,,A,Sang
W123000917,A CIEL OUVERT,"organiser des activités culturelles, sportives, etc",,,Square Jean Ségalat,12300,Decazeville,,A,Ouvert
W123000951,MEDI CERCLE DU VILLEFRANCHOIS,grouper les medecins generalistes ou specialistes pour un perfectionnement post universitaire,,,,12350,Lanuéjouls,,A,Post
W123000973,GENERATIONS 12,"aide et garde à domicile pour personnes , fragiles autonomes, semi autonomes, semi autonome, dépendantes et aux familles désireuses de faire garder leurs enfants de 0 à 3 ans à domicile de jour comme de nuit y compris les week ends",13,RUE,Borelly,12200,Villefranche-de-Rouergue,,A,Semi
W123001054,BETO CADA,promouvoir la culture africaine organiser des stages ecole de percussion,,,,12200,Villefranche-de-Rouergue,,A,Ecole
W123001065,AMICALE DES ANCIENS ELEVES DE L'ECOLE PUBLIQUE DE NAJAC,repas sorties voyages,,,,12270,Najac,,A,Ecole
W123001105,ASSOCIATION SPORTIVE DU COLLEGE VOLTAIRE DE CAPDENAC GARE,sport au college,10,RUE,Paul Bert,12700,Capdenac-Gare,,A,Gare
W123001115,COMITE DES FETES DE MARIN,organisation de réjouissances publiques à l'occasion des fêtes de marin et à l'occasion de diverses manifestations et de sorties organisées tout au long de l'année,,,Marin,12260,Sainte-Croix,,A,Long
W123001116,CONSEIL DE PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE FLAGNAC,organiser des évènements permettant de financer des projets liés à l'école publique de flagnac,,,,12300,Flagnac,,A,Ecole
W123001128,ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE (OGEC) DE L'ENSEMBLE SAINT-JOSEPH,"dans le respect du droit français d'une part, du statut de lenseignement catholique en france et des décisions du comité national de lenseignement catholique et des accords conclus en son sein dautre part, assumer juridiquement la gestion d'établissements d'enseignement fondés par l'autorité canonique compétente ; conformément à larticle 134 du statut de lenseignement catholique, lorganisme de gestion a la responsabilité de la gestion économique, financière et sociale dun ou plusieurs établissement(s) ; exerce conformément aux projets de lécole, aux orientations de lautorité de tutelle et aux textes internes à lenseignement catholique, contribue à assurer la mise en oeuvre matérielle du projet éducatif dont il est l'employeur des personnels de droit privé » ; se livrer à toute activité de gestion se rapportant directement ou indirectement à l'éducation, l'enseignement, la formation et la culture sous toutes leurs formes et, dune manière générale, se livrer à toute activité en lien avec son objet principal ; passer convention avec l'etat, les collectivités territoriales, ainsi qu'avec tout organisme concourant, même partiellement, à son objet ; acquérir tous les biens nécessaires à la réalisation de son objet ou en avoir la jouissance.",24,AV,Etienne Soulié,12200,Villefranche-de-Rouergue,,A,Ecole
W123001133,"TEMPO, ECOLE DE MUSIQUE DE VILLENEUVE D'AVEYRON",enseignement de la musique,,,Place des Conques,12260,Villeneuve,,A,Ecole
W123001138,TWIRLING BÂTON AUBIN,pratique de l'education physique et du twirling baton,1,PL,Maruéjouls,12110,Aubin,,A,Baton
W123001140,OGEC ECOLE NOTRE DAME,"assurer la gestion materielle, le fonctionnement et le developpement d'ecoles libres et notammentl'ecole notre dame",6,ALL,Aristide Briand,12200,Villefranche-de-Rouergue,,A,Ecole
W123001147,ASSOCIATION DES PARENTS D'ELEVES (A.P.E.L.) ECOLE NOTRE DAME,aide et soutien aux projets pédagogiques de l'école maternelle et primaure notre dame,6,ALL,Aristide Briand,12200,Villefranche-de-Rouergue,,A,Ecole
W123001165,ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE NAJAC,"participer â la vie scolaire, organiser des manifestations",,,Rue Basse,12270,Najac,,A,Ecole
W123001166,ASSOCIATION SPORTIVE DE L'ETABLISSEMENT,pratique multisportive dans le cadre du mercredi après-midi et de son affiliation à l'union nationale du sport scolaire,2,AV,du lycée,12110,Aubin,,A,Midi
W123001189,PETAN CLUB DE LA GARE,pratique de la petanque,,,mairie,12110,Aubin,,A,Gare
W123001200,OCCAZIQUE,"promouvoir la récupération, la vente, l'échange, de tout matériel touchant de près ou de loin le domaine de la musique, de la scène, du spectacle en général et d'organiser toutes manifestation culturelle et patrimoniale pouvant contribuer au bon fonctionnement de l'association",8,AV,albert thomas,12700,Capdenac-Gare,,A,Loin
W123001203,ASSOCIATION DE PARENTS ET D'ELEVES DE L'ANTENNE ROUERGUE DE L'ECOLE NATIONALE DE MUSIQUE DU DEPARTEMENT DE L'AVEYRON,"defendre l'interêt des elèves, developper l'enseignement de la musique et participer au fonctionnement de l'ecole",31,RUE,du Sénéchal,12200,Villefranche-de-Rouergue,,A,Ecole
W123001205,AMICALE LAIQUE ET REPUBLICAINE DE LA COMMUNE D'AUBIN,recherche et mise en oeuvre de tous les moyens susceptibles d'améliorer la situation matérielle et morale des élèves fréquentant l'ecole publique laïque  et de parfaire l'éducation des jeunes.,,,,12110,Aubin,,A,Ecole
W123001212,OGEC ECOLE ET COLLEGE PRIVES DE RIEUPEYROUX,gestion financière de l'enseignement catholique,4,AV,du Rouergue,12240,Rieupeyroux,,A,Ecole
W123001226,ASSOCIATION DES DONNEURS DE SANG BENEVOLES DE LA REGION DE VILLEFRANCHE-DE-ROUERGUE,favoriser le don du sang,,,,12200,Villefranche-de-Rouergue,,A,Sang
W123001230,ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE ET COLLEGE PRIVES DE RIEUPEYROUX,aider l'ecole,,,Avenue du Rouergue,12240,Rieupeyroux,,A,Ecole
W123001240,L'ODYSSEE VITALE,"promouvoir et enseigner la biodanza système rolando toro, en pouvant y associer toute pratique tendant au mieux être des individus jugée comme compatible avec la biodanza ; organisation de cours hebdomadaires, stages, expositions et représentations",10,,résidence le Pradal,12390,Rignac,,A,Toro
W123001267,SAHELROUERGUE QUERCY DU DOCTEUR PIERRE MARRE,apporter une aide materielle et technique aux populations des regions les plus desheritees d'afrique et surtout du sahel ; â but humanitaire en pays dogon au mali sur le plan medical et construction de puits,5,AV,du roc Deymié,82140,Saint-Antonin-Noble-Val,,A,Mali
W123001277,ASSOCIATION KUNG FU WUSHU SANDA (KFWS),"pratique et promotion de différents styles de boxes (k1, kick boxing, muay thai...) ainsi que de la forme pugilistique du kung fu : le sanda ; les différentes disciplines seront organinées par sections sportives ; organisation de séquences collectives d'entrainements, de stages, de démonstrations publiques etc ; accès aux compétitions et stages organisés par les fédérations auxquelles est rattaché l'association",,,Le Bourg,12350,Compolibat,,A,Sanda
W123001304,WEMA WA DECAZEVILLE,faire de la dans mahoraise (m'biwi) et d'autres manifestations culturelles,,,,12110,Viviez,,A,Biwi
W123001323,INFO-SONO,"sonoriser et animer , voir la location festival ou autre tip de soirée intérieure ou extérieure, dépannage informatique et à long terme a réalisé des bénéfices",23,RUE,Anatole France,12110,Cransac,,A,Long
W123001354,"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE LA BASTIDE L'EVEQUE, LE BOURG  (A.P.E.B.)","aide au financement d'animations, sorties, activités scolaires ou extra scolaire, l'achat de matériels pour les enfants scolarisés à l'école publique , le bourg 12200 la bastide l'éveque",,,Le Bourg,12200,La Bastide-l'Évêque,,A,Ecole
W123001356,LES HAUTS PARLEURS,"développer des activités sociales, culturelles, ouvertes à tous, en mettant à contribution des personnes ou des associations de tous horizons, tout en assurant la gestion et l'animation d'un lieu ouvert avec un bar restaurant",34,RUE,Alibert,12200,Villefranche-de-Rouergue,,A,Ouvert
W123001374,ASSOCIATION DE SOUTIEN AU VILLAGE DE FORGHO (A.S.V.F.),"réunir en france des moyens humains, financiers et matériels destinés à soutenir l'action menée à forgho (mali) par l'association des jeunes pour le développement du village de forgho (a.j.d.f.) ; constituée le 27 octobre 2007 à forgho par des jeunes habitants du village : l'a.j.d.f. oeuvre dans les domaines de l'éducation, la santé, l'agriculture et le tourisme",42 bis,AV,Etienne Soulié,12200,Villefranche-de-Rouergue,,A,Mali
W123001402,ECOLE DE PETANQUE DU BASSIN,"pratique et développement de la pétanque chez les enfants de 8 à 18 ans ; ériger en principe sa neutralité dans les domaines philosophique, politique et religieux ; elle ne s'interdit pas  de participer à d'éventuelles actions communes avec d'autres associations",,AV,Victor Hugo,12300,Decazeville,,A,Ecole
W123001409,ASSOCIATION SAINT-AUGUSTIN,"créer soit directement, soit par l'intermédiaire d'associations gestionnaires, d'oeuvres d'éducation et d'oeuvres hospitalières, de maisons de retraite, école et outes oeuvres éducatives et sociales se rapportant à l'objet social ; du fait de l'évolution actuelle de la société, se donner aussi pour objectif de développer l'accueil des personnes fragilisées, par tous moyens ou services qu'elle pourra soutenir ; assurer à cette fin, la gestion des immeubles dont elle a la propriété et qu'elle met ou mettra éventuellement à la disposition d'associations, d'établissements ou de services sous forme de bail ou autre convention ; pouvoir dans un esprit de coopération, soit accorder à d'autres associations se rapportant à son objet social, des aides ou des prêts, soit au contraire recevoir elle-même des subventions ou des prêts et éventuellement le boni de liquidation de toutes oeuvres ou toutes autres associations qui cesseraient leur activité",,,Boulevard des Douves,12260,Villeneuve,,A,Boni
W123001410,ASSOCIATION  MARIE VERNIERES,"toutes activités d'aide et d'assistance, sous toutes formes et par tous moyens, de personnes âgées, autonomes, semi-valides ou dépendantes, notamment à travers les activités d'accueil et d'hébergement en ehpad ou en résidences services ou tous autres 
modes d'hébergement pour personnes âgées ou dépendantes; toutes activités d'aide et d'assistance, sous toutes formes et par tous moyens, aux enfants et aux jeunes, notamment en assurant des fournitures de repas aux cantines scolaires et à tout autre public; et plus généralement les activités pouvant entrer directement ou indirectement dans le cadre de l'objet social sans exception ni réserve",,BD,des Douves,12260,Villeneuve,,A,Semi
W123001429,CAP MUSIQUE,"ffavoriser la pratique musicale sous forme vivante, principalement au travers d'animations du groupe musical, comprenant la lyre capdenacoise et la banda d'auvergne, dénominations dont elle possède la pleine propriété de manière exclusive, suite aux délibérations des assemblées générales de dissolution des associations concernées ; assurer l'initiation l'enseignement l'apprentissage le perfectionnement et l'évolution par la formation continue de la pratique de groupe d'un point de vue musical et plus généralement artistique, notamment au travers de l'animation, de l'expression corporelle, du théâtre de rue, et de la scénographie ; veiller à encourager tous les publics à la pratique de la musique et de l'animation musicale, en assurant les apprentissages nécessaires dans le cadre de son école de musique ; produire et diffuser ses oeuvres sur tout support approprié",7,RUE,Maruéjouls,12700,Capdenac-Gare,,A,Banda
W123001438,"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE MUSIQUE, ANTENNE DE RIEUPEYROUX","promouvoir et organiser des activités visant à développer une pratique collective de la musique et de la danse, apporter une contribution lucide et active au bon fonctionnement de l'école de musique, aider au développement de la vie musicale locale",1,ALL,des Thuyas,12240,Rieupeyroux,,A,Ecole
W123001471,A.DAN & KAYI,"faire connaître le togo dans sa vie quotidienne, sa vie naturelle, son rire, sa joie, ses contacts et ses blagues ; inviter les gens à aller au pays, le découvrir, en les hébergeant dans les familles et à mieux se connaître et partager ; permettre le financement d'intervenants en danse togolaise et africaine, en expression corporelle et connaissance de son corps dans les écoles, collèges, lycées au togo ; apprendre à jouer des instruments, les fabriquer ; instaurer une pédagogie pour pouvoir garder sa tradition, son patrimoine et les connaître",,,le Bourg,12260,Salvagnac-Cajarc,,A,Kayi
W123001481,ORGANISME DE GESTION DE L'ENSEIGNEMENT CATHOLIQUE (OGEC) DE L'ECOLE NOTRE DAME DE DRULHE,"dans le respect du droit français d'une part, du statut de l'enseignement catholique en france, des décisions du comité national de l'enseignement catholique, des accords conclus en son sein d'autre part, d'assumer juridiquement la gestion d'établissements d'enseignement fondés par l'autorité canonique compétente ; conformément à l'article 134 du statut de l'enseignement catholique l'organisme de gestion a la responsabilité de la gestion économique financière et sociale d'un ou plusieurs établissements ; exercer conformément aux projets de l'école, aux orientations de l'autorité de tutelle et aux textes internes à l'enseignement catholique, contribuer à assurer la mise en oeuvre matérielle du projet éducatif, être l'employeur des personnels de droit privé ; se livrer à toute activité de gestion se rapportant directement ou indirectement à l'éducation, l'enseignement, la formation et la culture sous toutes leurs formes et d'une manière générale se livrer à toute activité en lien avec son objet principal ; passer convention avec l'etat, les collectivités territoriales ainsi qu'avec tout organisme concourant même partiellement à son objet ; acquérir tous les biens nécessaires à la réalisation de son objet ou en avoir la jouissance",,,,12350,Drulhe,,A,Ecole
W123001485,TANA QUEST,"organiser des manifestations sportives (courses nature, trail, raid) et culturelles ; apporter un soutien à des associations à caractère humanitaire ou caritatif (parrainage d'enfants en afrique)",,,,12300,Flagnac,,A,Tana
