id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W601003586,"organiser des conférences débat  pour informer  et sensibiliser les camerounais de la diaspora ainsi que l'opinion publique française du mécanisme et de l'évolution démocratique au cameroun ; promouvoir la formation des cadres politiques pour le cameroun futur, et aussi débattre très souvent de l'orientation politique du cameroun, pour ainsi informer l'opinion internationale de l'orientation de la politique camerounaise de l'heure",25 RUE Georges Brassens 60110 Méru,Oise,Hauts-de-France,ACTIVITÉS POLITIQUES,FRONT PATRIOTIQUE CAMEROUNAIS,,,25,RUE,Georges Brassens,60110.0,Méru,,AUTRES,2.1418704,49.2293442
W602000767,"l'objet de l'association consiste en l'entraide, l'échange et la formation en matière de gynécologie-obstétrique préventive et thérapeutique, notamment pour le développement d'actions concernant la santé de la mère et de l'enfant au cameroun, en vue de contribuer à la réduction de la mortalité maternelle et infantile ; aux fins de réalisation dudit objet, l'association pourra utiliser les moyens suivants : congrès, séminaires, ateliers, programmes de formation, assistance technique et matérielle, rationalisation des transferts de matériels  et tous autres moyens en relation avec l'objet principal",18 RUE des Chênes 95190 Goussainville,Val-d'Oise,Île-de-France,SANTÉ,ASSOCIATION FRANCO-CAMEROUNAISE POUR LA SANTE DE LA MERE ET DE L'ENFANT,,,18,RUE,des Chênes,95190.0,Goussainville,www.facebook.com/category/Medical-Compagny/AFCASAME-Cameroun,AUTRES,2.4657872,49.0423028
W602002145,promouvoir l'intégration des retraités camerounais dans leur pays d'origine et de cultiver une solidarité entre les membres,8 RUE Eugène Fortin 60600 Clermont,Oise,Hauts-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),DIASPORA SEIGNORS CAMEROUNAIS,,,8,RUE,Eugène Fortin,60600.0,Clermont,,AUTRES,2.410289684782599,49.382743000000005
W603007372,réunir et créer un réseau entre les étudiants camerounais qui sont passés à compiègne ; effectuer des travaux à caractère social au sein de la commune  de compiègne ; promouvoir la culture camerounaise à travers différents évènements organisés par la commune ou les établissements universitaires,44 SQ de la Mare Gaudry 60200 Compiègne,Oise,Hauts-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ANCIENS ET NOUVEAUX ETUDIANTS CAMEROUNAIS DE COMPIEGNE,,,44,SQ,de la Mare Gaudry,60200.0,Compiègne,,AUTRES,2.813260217264543,49.4087947
W851001275,"pratique de danse africaine, cours de théâtre africain, intervention en milieu scolaire, organisation de séjour au cameroun",4 IMP des Nosières 85510 Le    Boupère,Vendée,Pays de la Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,FRANCE CAMEROUN DANSE,,,4,IMP,des Nosières,85510.0,Le    Boupère,,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,-0.9252778,46.7955556
W851002153,"réunir tous les ressortissants de la grande famille essawo'o d'europe ; développer l'entraide et la solidarité entre ses membres et d'autres associations ; contribuer au développement culturel, éducatif, sanitaire, artisanal et touristique au cameroun",83 CHEM1 de la Rochette 85210 Sainte-Hermine,Vendée,Pays de la Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,EDING ESSAWO'O,,,83,CHEM1,de la Rochette,85210.0,Sainte-Hermine,,AUTRES,-1.0606752,46.5552047
W851002618,venir en aide en la personne de elongue marie josée qui vit au cameroun en afrique et est atteinte d'un cancer de l'oesophage ; envoyer des médicaments pour la soigner contre le cancer ; aider d'autres personnes souffrant du cancer,8 ALL du Repos 85200 Longèves,Vendée,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION HARMONIE 85,,,8,ALL,du Repos,85200.0,Longèves,,AUTRES,-0.8518624224137972,46.479351
W852002972,soutien aux activités de santé menées au cameroun par la congrégation des ursulines de jésus ou autre congrégation,38 RTE de l'Aurière 85500 Les Herbiers,Vendée,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MISSION GONDON CAMEROUN,https://www.facebook.com/gondon.mission,,38,RTE,de l'Aurière,85500.0,Les Herbiers,,AUTRES,-1.0468375,46.8573447
W852004658,"la mise en place des liens de coopération entre les associations des migrants, sociétés civiles, communes, établissements scolaires, transmission des connaissances entre génération. permettre aux associations des migrants la fédération des énergies afin de développer  les actions au cameroun dans un esprit de partenariat",52 RUE 85000 La    Roche-sur-Yon,Vendée,Pays de la Loire,ACTION SOCIOCULTURELLE,ASSOCIATION D'ECHANGES FRANCE CAMEROUN A.E.F.C.,https://www.facebook.com/EchangesFranceCameroun/,,52,RUE,,85000.0,La    Roche-sur-Yon,,AUTRES,-1.4208151,46.6671448
W852004703,"aider les enfants les plus défavorisés sur le plan éducatif, santé et bien d'autres ; soutenir les personnes âgées, le développement agricole de certaines localités démunies d'afrique dans la mesure de ses moyens ;  développer l'amitié, la fraternité et la solidarité entre tous les membres, les citoyens africains et français  et d'autres associations, faire des dons",24 RUE Marcellin Berthelot 85000 La Roche-sur-Yon,Vendée,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERCITY CAMEROUN FRANCE,,,24,RUE,Marcellin Berthelot,85000.0,La Roche-sur-Yon,,AUTRES,-1.4269698,46.6705431
W841002682,"solliciter des dons et subventions pour le seul bénéfice des projets de développement sociaux et humains du diocèse de maroua-mokolo, république du cameroun",8 RUE Laurent Beal 42660 Saint-Genest-Malifaux,Loire,Auvergne-Rhône-Alpes,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,MAROUA PROMOTION HUMAINE,,,8,RUE,Laurent Beal,42660.0,Saint-Genest-Malifaux,,AUTRES,4.4153048,45.3390026
W842000762,scolariser les enfants defavorises de la lekie au cameroun en leur apportant du materiel scolaire enfinançant leurs etudes aide vestimentaire suivi de l'etat de santé construction d'écoles,7 AV Richelieu Barbiere 84000 Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES PETITS ANGES DE LA LEKIE (CAMEROUN),,,7,AV,Richelieu Barbiere,84000.0,Avignon,,AUTRES,4.83353,43.9319615
W842003481,"regrouper les ressortissants camerounais et leurs amis, afin d'échanger et de partager en toute solidarité les valeurs du cameroun",7 RUE Bertrand de Nogayrol 84000 Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION AFRICAINES D'AVIGNON - AAA -,,,7,RUE,Bertrand de Nogayrol,84000.0,Avignon,,AUTRES,4.7993508,43.9355122
W842004554,"soigner le paludisme, de suivre les femmes enceinte de leur début de grossesse à l'accouchement, de fournir du matériel médical que ce soit pour cabinet médical chambre salle d'accouchement et bloc opératoire, mettre en projet la création d'hopital et de suivre la formation des personnes et surtout apporter du materiel de soins et de faire des concerts caritatifs pour des fonds, pour aider le peuple du cameroun",67 CHEM1 du bousquet 84350 Courthézon,Vaucluse,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION NJEPSEU NGOHN (AIDER LE PEUPLE),,https://www.helloasso.com/associations/le-peuple-du-monde-label,67,CHEM1,du bousquet,84350.0,Courthézon,,AUTRES,4.8835125,44.0867088
W842010788,la solidarité franco camerounaise et plus particulièrement à notre participation à l'aide au centre d'accueil des filles mères et orphelins du centre de ngoumou (département de la mefou akono),56 AV Charles de Gaulle 84130 Le Pontet,Vaucluse,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),EBOTAN,,https://www.helloasso.com/associations/ebotan,56,AV,Charles de Gaulle,84130.0,Le Pontet,,AUTRES,4.8573618,43.9608658
W662002942,"recherche de financements afin de réaliser le projet : favoriser l'insertion socio-professionnelle des femmes camerounaises, des femmes seules camerounaises du village de baleveng à travers l'accès gratuit à une formation de couture",5 RUE des Primevères 66440 Torreilles,Pyrénées-Orientales,Occitanie,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ATELIER COUTURE A BALEVENG CAMEROUN ACBC,,,5,RUE,des Primevères,66440.0,Torreilles,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.99057,42.7573487
W662004541,"regrouper les personnes intéressées par l'action de l'a.m.d.a.c. dans le village de baleveng (commune de nkong-ni) : construction et aménagement des locaux (dispensaire, maternelle, centre de formation) ; soin des plaies ; aide pour la lutte et la prévention contre le sida ; aide sanitaire pour l'envoi de matériel médical, de médicaments, de lunettes ; organisation de séminaires de formation médicale pour la mise à niveau des infirmiers et médecins camerounais sur place ; formation des jeunes aux gestes des premiers secours ; soins et consultations des villageois ; parrainage d'enfants et d'adolescents ; aide aux établissements scolaires par l'envoi de matériel scolaire divers ; envoi de vêtements ; aide au réseau d'associations de femmes pour la création d'un atelier de couture et de broderie pouvant évoluer vers un atelier de fabrication et de vente",18 RUE Blaise Pascal 66350 Toulouges,Pyrénées-Orientales,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION MEDICALE D'AIDE AU CAMEROUN A.M.D.A.C.,,,18,RUE,Blaise Pascal,66350.0,Toulouges,,SANTÉ,2.8363516,42.6744195
W662007781,l'épanouissement des étudiants stagiaires camerounais résidant dans les pyrénées-orientales,3 RUE de la Poissonnerie 66000 Perpignan,Pyrénées-Orientales,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES ÉTUDIANTS ET STAGIAIRES CAMEROUNAIS DE PERPIGNAN (AESCAP),https://www.facebook.com/AESCAP237,,3,RUE,de la Poissonnerie,66000.0,Perpignan,,AUTRES,2.8937972,42.697647
W662008793,"donner assistance aux personnes dans la détresse, dans le cadre rural du cameroun en permettant le développement rural du cameroun",11 RUE des Pins 66470 Sainte-Marie-la-Mer,Pyrénées-Orientales,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,HUMANITAIRE ASSOCIATION DU DÉVELOPPEMENT RURAL POUR LE CAMEROUN,,https://www.helloasso.com/associations/hadrc,11,RUE,des Pins,66470.0,Sainte-Marie-la-Mer,,AUTRES,3.0373268,42.7258959
W662012164,"mobiliser les ressources financières et matérielles pour la réalisation d'un système d'adduction d'eau consommable, d'assainissement, dans le village de mefef, dans la région de l'ouest cameroun, et pour la mise en place de projets de codéveloppement dans le domaine de la santé, de l'éducation, et de façon plus générale pour permettre un développement économique et social durable ;",20 RUE des Narcisses 66000 Perpignan,Pyrénées-Orientales,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AIGUA MEFET - DE L'EAU POUR MEFET,https://www.facebook.com/AssociationAiguaMefet/,,20,RUE,des Narcisses,66000.0,Perpignan,,ENVIRONNEMENT/  CADRE DE VIE,2.9062518,42.7016048
W502000880,"mobiliser les professionnels de santé afin de favoriser, développer et promouvoir des actions et des activités professionnelles, dans le domaine de la santé des régions ou des zones dites défavorisées, formation des différents intervenants du système médical de ces régions, dotation des infrastructures sanitaires dans les régions défavorisées, amélioration de la prise en charges des patients atteints d'une pathologie neurologique et de favoriser la formation des professionnels de santé",28 RUE Méridienne 76100 Rouen,Seine-Maritime,Normandie,SANTÉ,SOLIDARITÉ MÉDICALE NORMANDIE CAMEROUN,https://www.facebook.com/Association.Somenocam/,,28,RUE,Méridienne,76100.0,Rouen,,AUTRES,1.08563,49.42477
W502004472,"promotion économique, sociale, touristique et culturelle du cameroun hors de ses frontières ; lutte contre la pauvreté et la défense des droits de l'homme ; accomplir tous les actes se rapportant indirectement ou directement àses objets ; prêter son concours et s'intéresser à toute activité similaire à ses objets",RES Charcot Spanel 50100 Cherbourg-Octeville,Manche,Normandie,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,MAISON DU CAMEROUN,https://www.facebook.com/Les-plus-belles-maisons-du-Cameroun-100829348520575/,,,RES,Charcot Spanel,50100.0,Cherbourg-Octeville,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.6285770868661509,49.6343543
W211000491,apporter une aide morale et financiere a travers une caisse de solidarite en cas de deces d'un parent proche,8 E RUE Maurice Deslandres 21000 Dijon,Côte-d'Or,Bourgogne-Franche-Comté,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DU CAMEROUN SOLIDAIRE (A.C.S.),,,8 E,RUE,Maurice Deslandres,21000.0,Dijon,,INTERVENTIONS SOCIALES,5.0130735,47.3073929
W212003806,"cercle de solidarite et d'aide en direction du cameroun, lieu de reflexion et d'action en vue de l'amelioration des conditions de vie de l'enfant au cameroun, structure d'aide au developpement de l'enfant au cameroun",2A BD Olivier de Serres 21800 Quetigny,Côte-d'Or,Bourgogne-Franche-Comté,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AGIR POUR LE DEVELOPPEMENT DE L'ENFANT AU CAMEROUN (ADEC),,,2A,BD,Olivier de Serres,21800.0,Quetigny,,AUTRES,5.11285532621224,47.3101145
W212004596,promouvoir l'informatique dans les zones rurales au cameroun par la création d'un espace public numérique avec libre accès ; faire des dons de matériels informatiques à visée éducative,58 RUE Marguerite de Bavière 21800 Chevigny-Saint-Sauveur,Côte-d'Or,Bourgogne-Franche-Comté,INFORMATION COMMUNICATION,ASSOCIATION POUR LA MAISON DE L'INFORMATIQUE AU CAMEROUN  -  AMIC,,,58,RUE,Marguerite de Bavière,21800.0,Chevigny-Saint-Sauveur,,ÉDUCATION  FORMATION,5.1324214,47.3070748
W212004647,rassembler les étudiants camerounais ; oeuvrer pour l'intégration des étudiants ; développer la solidarité entre les adhérents ; promouvoir la culture camerounaise,21078 Dijon,Côte-d'Or,Bourgogne-Franche-Comté,ÉDUCATION  FORMATION,ASSOCIATION DES ETUDIANTS CAMEROUNAIS DE BOURGOGNE  -  A.E.C.B.  -,,,,,,21078.0,Dijon,,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,5.064635891748798,47.4087504
W212005262,apporter à tous ses membres une aide morale et financière à travers une caisse de secours (décès),8 E RUE Maurice Deslandres 21000 Dijon,Côte-d'Or,Bourgogne-Franche-Comté,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MAIN DANS LA MAIN CAMEROUN (MMC),,,8 E,RUE,Maurice Deslandres,21000.0,Dijon,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),5.0130735,47.3073929
W212005614,"aider à la formation des jeunes au cameroun dans leur future intégration professionnelle, aide donnée grâce aux dons de matériels informatiques et scolaires ainsi que la mise en place d'une salle informatique et multimédia dans le village",1 RUE des hauts de la Combe 21000 Dijon,Côte-d'Or,Bourgogne-Franche-Comté,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASPAUC : AIDE SCOLAIRE ET PROFESSIONNELLE AU CAMEROUN,,,1,RUE,des hauts de la Combe,21000.0,Dijon,,ÉDUCATION  FORMATION,4.9930736,47.3216489
W212005745,"soutenir dans la province du nord et de l'extrême nord cameroun les patients, le personnel médical et paramédical travaillant dans le domaine du vih/sida et des autres maladies infectieuses",102 RUE du Faubourg Saint Antoine 75012 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION DE L'EXTREME-NORD CAMEROUN POUR LE DEVELOPPEMENT ET L'AIDE A LA PRISE EN CHARGE DU VIH-FRANCE (ANNDAL-FRANCE),,,102,RUE,du Faubourg Saint Antoine,75012.0,Paris,,SANTÉ,2.3731664,48.8519935
W212006614,aider des écoles camerounaises,16 A RUE des Rétisseys 21240 Talant,Côte-d'Or,Bourgogne-Franche-Comté,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSACADEM - ASSOCIATION POUR L'AVENIR DU CAMEROUN DE DEMAIN,,,16 A,RUE,des Rétisseys,21240.0,Talant,,AUTRES,4.9930676,47.3372837
W241001544,venir en aide aux enfants camerounais orphelins ou abandonnés,80 RUE du Professeur Pozzi 24100 Bergerac,Dordogne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,S.O.S ENFANTS CAMEROUNAIS,https://www.facebook.com/SOS-Enfants-Camerounais-156836585086843/,https://www.helloasso.com/associations/sos-enfants-camerounais-enfants-de-meyo,80,RUE,du Professeur Pozzi,24100.0,Bergerac,,AUTRES,0.4906919,44.8511391
W241002818,"promotion de la solidarité et de la coopération internationales, particulièrement entre la france et le cameroun, sur la base de l'ensemble des éléments du développement durable et de la transition énergétique, notamment la valorisation des productions agricoles, de la culture et tous objets connexes",21 RUE Albert Camus 24660 Coulounieix-Chamiers,Dordogne,Nouvelle-Aquitaine,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,SOLIDARITÉ CAMEROUN AQUITAINE,,,21,RUE,Albert Camus,24660.0,Coulounieix-Chamiers,,AUTRES,0.6926721,45.1929249
W243000100,"cette association a un caractère éducatif et culturel : par l'éducation des femmes à la contraception, à la scolarisation des enfants, par la promotion de la culture camerounaise en france sous différentes formes. conférences, débats, expositions jumelage et parrainage, manifestations culturels) elle permet le soutien aux femmes et enfants du cameroun  par l'accompagnement au développement de l'artisanat : par la création d'un réseau de personnes ressources, par le commerce équitable.",5 PL des Maines 24650 Chancelade,Dordogne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MONDE ET BONHEUR,https://fr-fr.facebook.com/Monde-Bonheur-2033172510125296/,https://www.helloasso.com/associations/monde-et-bonheur,5,PL,des Maines,24650.0,Chancelade,,AUTRES,0.6644857,45.2054344
W243003182,"aider matériellement les enfants pris en charge par les soeurs de sainte marthe au gabon et au cameroun. aux fins de réalisations dudit objet l'association utilisera les moyens d'action suivants : repas, soirées à thèmes, ventes d'objets, cartes, calendriers",181 AV Michel Grandou 24750 Trélissac,Dordogne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,BALAFON,,,181,AV,Michel Grandou,24750.0,Trélissac,,AUTRES,0.7610592097766751,45.18860815
W244001405,partenariat nord/sud en direction du cameroun et du tiers-monde.,DESMOURET 24200 Sarlat-la-Canéda,Dordogne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ESPOIR 2000,https://www.facebook.com/espoir2000.net,,,,DESMOURET,24200.0,Sarlat-la-Canéda,,AUTRES,1.2199491,44.8946261
W244002823,améliorer qualitativement les moyens d'existence des populations pygmées du cameron et de l'afrique en général,ALL du petit lander 24200 Sarlat-la-Canéda,Dordogne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,FONDATION BRANCOURG SERGE-CAMEROUN,,,,ALL,du petit lander,24200.0,Sarlat-la-Canéda,,AUTRES,1.2034726,44.9147717
W872001258,"""developper la formation professionnelle des generations futures dans les pays les plus demunies ainsi qu'une protection sanitaire et sociale par le biais du travail - permettre le developpement de l'auto emploi dans divers corps de metiers tel que la métallurgie mecanique generale menuisieries les metiers du batiment """"plomberie électricité, maçonnerie, évacuations sanitaire, climatisation et froids industriel etc",2 RUE DE L'OSTENDE 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,ÉDUCATION  FORMATION,SANTE FORMATION AUTO-EMPLOI FRANCE- CAMEROUN : S.F.A. FRANCE-CAMEROUN,,,,,RUE,87085.0,87000,PM,AUTRES,1.2550687441623398,45.83001510357877
W872001780,"entraide et coopération entre la france et le cameroun sur le plan culturel, scientifique, technique et matériel",2 LD Moustet 33890 Gensac,Gironde,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMITIE FRANCE CAMEROUN,,,2,LD,Moustet,33890.0,Gensac,,AUTRES,0.074632,44.8053893
W872002826,"encadrement des jeunes dans le domaine culturel et social ; assistance des personnes sans abris, malades ; favorisation à l'émancipation de la culture camerounaise et à toutes les couches sociales ; la promotion de l'éducation des populations sur les conditions de propreté ; lutter contre les épidémies telles que les mst et le sida",35 RUE Olivier de Serres 87100 Limoges,Haute-Vienne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),A S D ASSOCIATION POUR L'ACTION SOCIALE ET LE DEVELOPPEMENT,,,35,RUE,Olivier de Serres,87100.0,Limoges,,AUTRES,1.2337251,45.8441074
W872003104,"contribuer au bien-être et à l'épanouissement des femmes et des enfants ; oeuvrer en faveur des enfants orphelins et en difficulté en afrique, au cameroun",53 RUE Adrien Dubouché 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION CAMEROUN EVOLUTION,,,53,RUE,Adrien Dubouché,87000.0,Limoges,,AUTRES,1.2563286,45.8307785
W872003408,"amélioration des conditions de vie par l'éducation, l'enseignement et la santé des enfants",29 AV Ernest Ruben 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,IKOA : SOLIDARITE POUR LES ENFANTS DU CAMEROUN,,,29,AV,Ernest Ruben,87000.0,Limoges,,AUTRES,1.2507194,45.8257139
W872004277,appuyer des associations et des fondations au cameroun dans le domaine educatif - permettre la scolarisation et l'education d'enfants de familles demunies,87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES ENFANTS DU CAMEROUN,https://www.facebook.com/Les-enfants-du-Cameroun-108822867270496/,,,,,87000.0,Limoges,,AUTRES,1.2644847,45.8354243
W872004450,promouvoir et partager la culture camerounaise - creer des spectacles visant a realiser une synthese entre les cultures africaines et occidentales touchant tous les publics,3 RUE du marechal foch 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),PASSE A TON VOISIN,https://www.facebook.com/groups/246285963362412,,3,RUE,du marechal foch,87000.0,Limoges,,AUTRES,1.2328253,45.846257
W872004492,echanges culturels - spirituels - materiels par une aide au developpement de projets mutuels,22 RUE dupuytren 87260 Pierre-Buffière,Haute-Vienne,Nouvelle-Aquitaine,ACTION SOCIOCULTURELLE,AM.HINA.CAM. (LES AMIS D'HINA AU CAMEROUN),,https://www.helloasso.com/associations/feiac-federation-evangelique-internationale-des-amis-du-cameroun/collectes/soutenons-les-projets-feiac/don,22,RUE,dupuytren,87260.0,Pierre-Buffière,,AUTRES,1.3571284,45.6953581
W872004525,raviver des liens entre ressortissants camerounais developper et promouvoir la culture camerounaise d'une part - d'autre part de renforcer la communication interculturelle,87220 Feytiat,Haute-Vienne,Nouvelle-Aquitaine,CLUBS DE LOISIRS/ RELATIONS,LES CAMEROUNAIS EN LIMOUSIN,,,,,,87220.0,Feytiat,,AUTRES,1.331823,45.8097115
W872004923,"collecte de fonds et de dons afin d'aider la jeunesse camerounaise (fournitures scolaires, médicaments, vêtements, loisirs) par l'organisation de soirées dansantes et soirées à thèmes, de spectacles avec des artistes afro-antillais, de manifestationssportives et culturelles, accueillir les étudiants afro-antillais afin de favoriser leur intégration, et aider ceux qui seront en difficulté",10 ALL bleriot 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,FIESTA PARA AYUDAR (LA FÊTE POUR AIDER),,,10,ALL,bleriot,87000.0,Limoges,,AUTRES,1.2673928,45.848998
W872009278,défendre les intérêts matériels et moraux des camerounais,185 AV Albert Thomas 87000 Limoges,Haute-Vienne,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES CAMEROUNAIS DE LIMOGES (A.C.L.),,,185,AV,Albert Thomas,87000.0,Limoges,,AUTRES,1.2358341617044188,45.8385979
