,Unnamed: 0,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude,facebook_url,helloasso_url
0,5359,W012002482,TRAIT D'UNION FRANCO CAMEROUNAIS,"favoriser le développement économique, culturel et social en zone rurale camerounaise",62,RUE,de la Ramassière,1600,Reyrieux,,62 rue de la ramassiere 1600 reyrieux,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.8221733,45.9369164,https://www.facebook.com/traitdunionlacave/,https://www.helloasso.com/associations/union-des-camerounais-de-l-etranger
1,10200,W012007337,LA MAIN TENDUE (LMT),"promotion des actions et expériences locales de développement dans les régions centre et sud du Cameroun ; ces actions sont ciblées sur des micro-projets dans les domaines suivants : l'éducation, le médico-social, les infra-structures de petites dimensions, la communication entre partenaires via les réseaux locaux ; l'objectif de l'association est d'enraciner son action dans des initiatives locales à tous niveaux : création, réalisation puis gestion",20 bis,RUE,de Lyon,1800,Meximieux,,20 bis rue de lyon 1800 meximieux,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.191291,45.9027163,https://fr-fr.facebook.com/La-main-tendue-1997698513883354/,https://www.helloasso.com/associations/la-main-tendue-93
2,11259,W012008396,ASSOCIATION BIA-BIA (A.B.B.),promouvoir l'intérêt général des villages camerounais ; participer à leur développement culturel et scolaire ; rechercher des partenaires pour aider les populations défavorisées du cameroun ; renforcer les relations de solidarité entre membres ; apporter à tous les membres une aide morale et ou financière en cas de deuil.,,,,1340,Marsonnas,,1340 marsonnas,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.0718348,46.3408621,https://www.facebook.com/asblbiabia/,https://www.helloasso.com/associations/bia-chats
3,12172,W012009309,SOLIDARITE BRESSANE CAMEROUNAISE (SBC),"solidarité et entraide par l'assistance de ces membres en cas d'évènements heureux (mariage, naissance) ou évènements malheureux (perte d'un être cher) ; l'aide à l'intégration sociale et professionelle de personnes dans le besoin et particulièrement des immigrés d'origine camerounaise, par un soutien dans leurs démarches administratives, l'apprentissage de la langue française, insertion professionnelle, orientation scolaire et formation professionnelle ; une assistance et une entraide internationale par information des femmes et des jeunes femmes sur la sexualité, les moyens de contraception, l'avortement, les maladies sexuellement transmissibles, l'adoption et ses conséquences ; aide pour les enfants en détresse tels que les orphelins ou enfants abandonnés ; conséquences de l'alcoolisme ; aide sociale au développement par la création de microentreprises, l'accès à l'eau potable par la construction de puits d'eau ; pourra procéder à des activités économiques afin de récolter des fonds",2,RUE,Lalande,1000,Bourg-en-Bresse,,2 rue lalande 1000 bourg-en-bresse,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.2233504,46.2045091,https://www.facebook.com/Solidarit%C3%A9-camerounaise-410274605845240/,https://www.helloasso.com/associations/solidarite-cameroun
4,12436,W012009573,ASSOCIATION TREMPLINGALLE - KAMKA,"faire participer l'immigration d'origine africaine à l'action citoyenne ; mener des actions culturelles qui favorisent la rencontre, le débat, la réflexion ; créer des ateliers de cuisine, couture ou peintures africaines ; organiser des collectes de biens utiles à la population à la charge de l'association ; en Afrique : création au Cameroun des centres d'accueil, de soutien et de formation pour la jeunesse et personnes en difficulté (abandon, veuvage, maltraitance, délinquance) ; la recherche en Europe des fonds et des équipements pour le fonctionnement des centres",2,BD,Irène Joliot Curie,1000,Bourg-en-Bresse,,2 boulevard irene joliot curie 1000 bourg-en-bresse,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.232158,46.209581,https://fr-fr.facebook.com/tremplinassociation/,https://www.helloasso.com/associations/tremplin
5,12594,W012009731,NYALA,"créer et faire vivre un centre d'accueil à nyala au cameroun pour que les enfants défavorisés y reçoivent l'éducation nécessaire pour pouvoir évoluer sereinement dans leur pays ; promouvoir, assurer et organiser des actions de soutien et de secours,de faciliter l'éducation, l'insertion sociale et professionnelle ; rechercher des partenaires avec toutes les personnes physiques ou morales désireuses d'aider d'une manière ou d'une autre ces personnes défavorisées.",,,"2, rue de la République",1000,Bourg-en-Bresse,,2 rue de la republique 1000 bourg-en-bresse,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.2250324,46.2051192,https://www.facebook.com/Nyala1933/,not found
6,12937,W012010074,ACTIONS SOLIDAIRES POUR AUDREY (ASPA),"prise en charge des soins et traitements de l'enfant Audrey Choudjuem né en 2000, handicapé psychomoteur, habitant à Bonabéri, Douala (Cameroun) ; participer financièrement, conjointement à sa mère, à toute action lui permettant de se développer physiquement, psychologiquement et affectivement ; participer financièrement à l'amélioration de ses conditions de vie, à son domicile et au sein d'une structure d'accueil éducatif, au moyen de dons, cotisations, collectes et ventes de produits",27,RUE,Lulli,1000,Saint-Denis-lès-Bourg,www.actions-solidaires-pour-audrey.blogspot,27 rue lulli 1000 saint-denis-les-bourg,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.2002,46.194841,https://www.facebook.com/Actions-Solidaires-Pour-Audrey-1086124904747036/about/,https://www.helloasso.com/associations/collectif-actions-solidaires
7,15154,W013000025,ASSOCIATION DU GROUPE SCOLAIRE ANYENG,"formation et éducation des jeunes et des adultes, et notamment la création et la gestion de tous établissements scolaires privés, primaires et secondaires, de tous centres ou locaux culturels ou sportifs annexes à cet objet, ainsi que tout ce qui, directement ou indirectement permet ou facilite la réalisation de son objet notamment la prise à bail ou l'acquisition de biens en vue de l'exercice de son objet ; l'association réalise son objet dans la région de Yaoundé/Cameroun par la gestion du groupe scolaire Anyeng (Semence)",331,CHEM1,de Tir-Mir,1220,Divonne-les-Bains,,331 chem1 de tir-mir 1220 divonne-les-bains,Essonne,Île-de-France,ÉDUCATION  FORMATION,AUTRES,6.143049,46.3570916,https://fr-fr.facebook.com/anyeng.anyeng.31,https://www.helloasso.com/associations/association-de-soutien-scolaire-et-aide-aux-devoirs
8,15213,W013000084,DIVERSITE ET PROJECTION,"promouvoir l'espace culturel, au travers des danses folkloriques africaines et particulièrement camerounaise titre d'exemple : bikutsi, baya, essewe, assiko, ben skin et ce dans un esprit d'échange",7,CHEM1,du levant,1220,Divonne-les-Bains,,7 chem1 du levant 1220 divonne-les-bains,Essonne,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,6.143049,46.3570916,https://fr-fr.facebook.com/community/diversity-and-inclusion/,https://www.helloasso.com/associations/diversite-et-kids/evenements/projection-dessin-anime-battledream-chronicles
9,15299,W013000170,"DROIT D'EDUCATION, ACCES A LA SANTE POUR TOUS",aider les enfants mineurs au Cameroun d'avoir droit à l'école et accès à la santé pour leur avenir,,,,1210,Ferney-Voltaire,,1210 ferney-voltaire,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.1076131,46.2555744,https://www.facebook.com/UNICEF.France/videos/teddy-riner-le-plus-important-pour-un-enfant-l%C3%A9ducation-et-la-sant%C3%A9-/1258037048074467/,https://www.helloasso.com/associations/action-acces-sante
10,15513,W013000384,NDA BOAN,subvenir aux besoins scolaires et sanitaires de enfants Nada Boan ; favoriser l'échange et le dialogue franco-camerounais entre les enfants et les familles ; sensibiliser aux besoins de solidarités,429,RUE,de l'Europe,1630,Saint-Genis-Pouilly,,429 rue de l'europe 1630 saint-genis-pouilly,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.036148980788672,46.2427575,https://www.facebook.com/pages/category/Nonprofit-Organization/Association-NDA-BOAN-2224164824509090/,https://www.helloasso.com/associations/oyili-nda-bod
11,16576,W013001551,ASSOCIATION JOIE DE VIVRE VILLAGE D ENFANTS CAMEROUN,"l'association a pour but de lutter contre la détresse des enfants orphelins, handicapes et de tout mettre en oeuvre a fin que chaque enfants puisse mener une vie décente qu'elle que soit sa situation sociale",177,RUE,du Commerce,1170,Gex,,177 rue du commerce 1170 gex,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,6.0574096,46.3334517,https://www.facebook.com/Joiedevivre237/,https://www.helloasso.com/associations/association-joie-de-vivre-village-d-enfants
12,18294,W014001386,NGON MELANG,venir en aide aux communautés défavorisées du Cameroun,232,RUE,du Muret,1200,Châtillon-en-Michaille,,232 rue du muret 1200 chatillon-en-michaille,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,5.781965,46.11865,https://www.facebook.com/Ng%C3%B4n-Melang-Shop-101407331819784/,https://www.helloasso.com/%C2%A0
13,19959,W021001125,CAMEROUN-FRANCE,"faciliter les rencontres entre français et camerounais ; connaître les besoins des uns et des autres ; assister à chaque fois que cela est nécessaire les personnes ou groupes de personnes dans leur vie quotidienne ; répondre aux besoins concernant : l'aide à l""éducation populaire, l'aménagement et le développement local, l'environnement la protection et l'amélioration du cadre de vie, la culture et le patrimoine local, les biens et l'artisanat, les relations internationales, le tourisme",11,PL,Aristide Briand,2130,Fère-en-Tardenois,,11 place aristide briand 2130 fere-en-tardenois,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,3.5136854930866592,49.2024436,https://fr-fr.facebook.com/AmbassadeduCamerounenFrance/,https://www.helloasso.com/associations/amitie-et-cooperation-france-cameroun
14,23389,W022002351,AEDENYS/MIMETALA VILLAGE,aide à l'enfance défavorisée et au développement communautaire des paysans du Cameroun sans distinction de race ou de groupe ethnique ; amélioration des conditions de vie et respect des droits de l'enfance définis par la convention internationale des droits de l'enfant du 20 novembre 1989 ; toutes autres formes d'aide humanitaire,5,RUE,du Garet,69001,Lyon,,5 rue du garet 69001 lyon,Rhône,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.8368936,45.7670703,https://www.facebook.com/Mimetala-Village-309929699196162/,https://www.helloasso.com/associations/villette-village
15,24323,W022006391,ASSOCIATION DES INGÉNIEURS ET INFORMATICIENS CAMEROUNAIS D'ALLEMAGNE - FRANCE / VEREIN KAMERUNISHER INGENIEURE UND INFORMATIKER - FRANCE,"réaliser des études de faisabilité des projets des membres VKII (France et Allemagne) ; accompagner et assister le bureau VKII (Allemagne) et ses membres dans la
réalisation de leurs projets ; organiser des séminaires et des séances de renforcement des capacités ; promouvoir l´entreprenariat et l´innovation en France ; promouvoir l´entraide et l´épanouissement (social, physique, matériel, financier etc) de ses membres ; promouvoir les relations Franco-Allemandes",23,BD,Gambetta,2700,Tergnier,,23 boulevard gambetta 2700 tergnier,Hauts-de-Seine,Île-de-France,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,AUTRES,3.293025,49.653981,https://www.facebook.com/groups/226124700237/,https://www.helloasso.com/associations/mcdec-mouvement-des-cadres-dirigeants-et-entrepreneurs-camerounais
16,27608,W024000683,MIL ET BLE,"accompagner, soutenir et promouvoir le projet agricole, en particulier l'agriculture, l'alimentation et la nutrition au sein du centre de promotion humaine de Tokombéré (CPHT) au Cameroune, contribuer aux relations nord/sud et sud/sud",1,RUE,de l'Eglise,2220,Cuiry-Housse,,1 rue de l'eglise 2220 cuiry-housse,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,3.4904376,49.2968678,https://www.facebook.com/mieletble/,https://www.helloasso.com/outils/collecter-mes-dons?app_id=cpcg
17,32050,W031001508,LES TOUS PETITS,amasser des objets et des dons pour collecter des fonds afin d'entraider des jeunes enfants du Cameroun à aller à l'école publique,,,,3350,Le    Brethon,,3350 le brethon,Seine-Saint-Denis,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.7175178,46.5713692,https://fr-fr.facebook.com/lestoutpetits/,https://www.helloasso.com/associations/les-amis-du-vieux-boussagues-et-les-tous-petits
18,36605,W032002556,ASSOCIATION AIDE AUX BAKAS PYGMEES DU CAMEROUN,"venir en aide à ce peuple BAKAS qui vit dans la forêt équatoriale, par des aides matérielles, sanitaires et scolaires",5/7,IMP,Dieudonné Coste,3000,Moulins,,5 7 impasse dieudonne coste 3000 moulins,Seine-Saint-Denis,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,3.6847,49.4217,https://www.facebook.com/Association-aide-aux-Bakas-Pygm%C3%83%C2%A9es-du-Cameroun-445627232153132/,https://www.helloasso.com/associations/sur-le-chemin-de-l-ecole/collectes/soutien-aux-enfants-pygmees-bagyeli?banner=True
19,45079,W043001413,ASSOCIATION PETITE THERESE,collecte de fonds pour permettre au pere marie-benjamin metsama de realiser au cameroun ses oeuvres missionnaires..,,,,4000,Digne-les-Bains,,4000 digne-les-bains,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,6.2351431,44.0918144,https://fr-fr.facebook.com/petitetherese.fr,https://www.helloasso.com/associations/petite-terre
20,47335,W044000929,ASSOCIATION DE SOUTIEN ET D'AIDE AU DEVELOPPEMENT POUR BAFIA (ASAB),"échange, connaissance et reconnaissance réciproque, dans le cadre du jumelage de Volx et Bafia au Cameroun, promouvoir, dans une perspective de développement d'économie durable et non polluante, toutes opérations ayant pour objectifs d'améliorer les conditions matérielles dans les domaines sanitaires, sociales, éducatifs et culturels, initier, réaliser, accompagner en régie propre et/ou en partenariat avec diverses personnes, techniciens et/ou industriels clairement identifiés et respectant les droits de l'homme et de l'enfant, des temps des lieux et des moyens de formation initiale et/ou continue permettant le fonctionnement et la maintenance de toute installation technique, créer un réseau de personnes, de groupes, d'associations et collectivités locales et/ou régionales, éducatives, sociales, économiques et culturelles, propre à réaliser ces actions techniques matérielles et culturelles, centraliser, les demandes, les offres d'équipements de structures, de formations, les analyser, y répondre en créant une synergie d'informations et de réalisations entre les divers membres de l'association et d'autres partenaires, en collaboration avec l'association ADDPE à Bafia au Cameroun, ainsi qu'avec le Comité de jumelage de Volx",1,PL,des Félibres,4130,Volx,,1 place des felibres 4130 volx,Val-de-Marne,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,5.8423016,43.877235,https://www.facebook.com/Association-solidarit%C3%A9-d%C3%A9veloppement-pour-le-Cambodge-ASDC-109916517817006/,https://www.helloasso.com/associations/action-solidaire-pour-le-developpement-en-afrique-asda-france
21,48335,W044001936,MEKAMNA,"aider les populations, les entreprises du secteur privé et les organismes publics du Cameroun, Afrique, afin de développer des projets dans les domaines de l'agriculture, la santé, le tourisme, la jeunesse, les sports et l'artisanat tout en respectant l'environnement et les coutumes",775,CHEM1,du mas de Bos à la Font de Rey,30300,Beaucaire,,775 chem1 du mas de bos a la font de rey 30300 beaucaire,Gard,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,4.6392648,43.8085436,https://www.facebook.com/megamanmeme/friends_likes/,not found
22,51017,W051001109,ASSOCIATION DES AMIS DU COLLEGE EVANGELIQUE DE BANGWA,soutenir le collège evangélique de bangwa (cameroun),17,VILL1,Curial,75019,Paris,,17 vill1 curial 75019 paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.3200410217200766,48.8588897,https://www.facebook.com/Association-des-%C3%A9l%C3%A8ves-du-coll%C3%A9ge-%C3%A9vangelique-la-charit%C3%A9-100381881543183/posts/,https://www.helloasso.com/associations/les-amis-du-college-et-du-lycee-de-yaou
23,53542,W052001700,AFRICOEUR,"Faciliter et promouvoir l'entraide et la solidarité intenationale en favorisant les échanges entre les personnes, les familles, en valorisant les aspects positifs de chaque culture, de chaque situation géographique, de chaque contexte socio-économique, principalement dans les relations franco-camerounaises.",,CHEM1,de Pré Lacour,5140,Aspremont,,chem1 de professeure lacour 5140 aspremont,Paris,Île-de-France,ACTION SOCIOCULTURELLE,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,7.2440882,43.7832717,https://www.facebook.com/AFRICOEUR-2049677751978343/,https://www.helloasso.com/associations/culture-voyages-solidarite/collectes/tournees-africoeur54-2015-2020
24,59656,W061002984,LES COLOMBES,"le parrainage des enfants des rues et petites localités de Minsee et Balmayo du Cameroun, afin de leur apporter un épanouissement moral, une formation pour un avenir meilleur",50,AV,du Commandant Bret,6400,Cannes,,50 avenue du commandant bret 6400 cannes,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.0262438,43.5642868,https://fr-fr.facebook.com/Les-colombes-122753644440435/,https://www.helloasso.com/associations/association-les-colombes
25,60673,W061004004,NGWEHA CAMEROUN,"promouvoir l'amitié entre les citoyens européens et les citoyens camerounais par le soutien, l'organisation et le développement de toutes activités sociales, sanitaires, éducatives, coopérative et culturelles qui favorisent le développement de villages camerounais en situation précaire du fait de leur éloignement géographique ; l'association est neutre et n'a donc aucun caractère religieux ou politique ; l'association entend réaliser toutes ses actions avec des tiers liées directement ou indirectement à son objet",400,AV,Henri Giraud,6140,Vence,,400 avenue henri giraud 6140 vence,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,7.1031547,43.7283401,https://www.facebook.com/adventistecameroun/videos/pr%C3%A9sentation-denfant-au-seigneur-par-le-pasteur-emmanuel-ngweha-nsemba/541755837358408/,not found
26,62078,W061005429,BASSAMBA ASSOCIATION TERRE NATAL,"raffermir les liens entre l'ensemble de la communauté Bassamba de l'Europe et d'ailleurs conformément à nos valeurs, promouvoir la culture Bassamba à travers l'organisation et la participation d'événements culturels, éducatifs et sportifs, participer au développement et l'amélioration des conditions de vie du peuple Bassamba (Cameroun), établir des relations avec d'autres associations ou organismes dans un cadre de partenariat en vue de développer des projets en faveur de Bassamba (Cameroun), créer et/ou soutenir le développement et l'amélioration des conditions axées sur l'éducation, l'environnement et la santé à Bassamba (Cameroun)",1080,CHEM1,des Ames du Purgatoire,6600,Antibes,,1080 chem1 des ames du purgatoire 6600 antibes,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,7.10905,43.5836,https://www.facebook.com/shaskyelfenomeno/videos/viva-bassamba-/4113097415457051/,https://www.helloasso.com/associations/association-notre-terre
27,63246,W061006605,ASSOCIATION  SANITAIRE SOCIALE ET CULTURELLE D'AIDE AU CAMEROUN (ASSCCAM),"aide financière, matérielle et logistique apportée aux populations en détresse dans le domaine de la santé, l'éducation et de l'alimentation ; sensibilisation éducative au et promotion culturelle ainsi qu'un partenariat actif avec les associations et ONG locales, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",12,RUE,du Petit Malbrande,74100,Annemasse,,12 rue du petit malbrande 74100 annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.2381323,46.1897096,https://www.facebook.com/afriqueassistancecameroun/,https://www.helloasso.com/associations/africa-france-association-cameroun-fondation-afacf-africa-hope
28,63403,W061006762,LA BELLE ETOILE FRANCE,"lutter contre la pauvreté, agir pour la coopération au développement, principalement en faveur des populations démunies de Côte d'Ivoire et d'autres pays du Sud (Bénin, Burkina Faso, Burundi, Cameroun, Madagascar, Palestine, République Démocratique du Congo, Rwanda, Togo), dans l'esprit des actes internationaux sur les droits humains fondamentaux, elle se définie comme une association de solidarité internationale",1304,CHEM1,du Mas Llaro,66000,Perpignan,,1304 chem1 du mas llaro 66000 perpignan,Pyrénées-Orientales,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.8953121,42.6985304,https://www.facebook.com/restaurant.la.belle.etoile/,https://www.helloasso.com/associations/la-belle-etoile-france
29,65583,W061008944,BRIN DE BONHEUR INTERNATIONAL,"recueillir les orphelins et enfants des rues du Cameroun afin de leur apporter une aide morale et matérielle leur permettant daméliorer leurs conditions de vie ; notamment ; création dune maison daccueil, aide à la scolarisation, aide à linsertion socioprofessionnelle, suivi de la santé",7,AV,Gazan,6600,Antibes,,7 avenida calle gazan 6600 antibes,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.10905,43.5836,https://www.facebook.com/brindebonheurbresil/,https://www.helloasso.com/associations/observatoire-international-du-bonheur-oib
30,67258,W061013720,CERCLE D'AMIS DU CAMEROUN (CAC14),"mener des actions caritatives et bénévoles visant à favoriser l'émancipation et le développement de personnes nécessiteuses dans nos pays d'origine, principalement dans le domaine de l'éducation ; améliorer les conditions de travail des élèves pour valoriser leur formation et faciliter leur engagement professionnel ; établir un contact avec des élèves afin de leur apporter une aide précieuse dans l'évolution de leur cursus scolaire et d'étude ou carrière : partager nos expériences et parcours, échanger sur les métiers et l'entreprise, parrainer financièrement et intellectuellement, connecter à un réseau d'entraide ; promouvoir la création de synergies dans le domaine de l'éducation",2,CHEM1,du Vallon des Vaux,6800,Cagnes-sur-Mer,,2 chem1 du vallon des vaux 6800 cagnes-sur-mer,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,7.1513834,43.6612012,https://www.facebook.com/Cercle-Damis-Du-Cameroun-Et-Benin-1159364227442838/,https://www.helloasso.com/associations/feiac-federation-evangelique-internationale-des-amis-du-cameroun
31,68362,W061014830,NOS ENFANTS DE L'AVENIR,"oeuvrer au profit des orphelins du monde, particulièrement le Cameroun et des familles en difficultés ;",4,IMP,des Fauvettes,6110,Le    Cannet,,4 impasse des fauvettes 6110 le cannet,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.0087204,43.5707625,https://web.facebook.com/nosenfant,https://www.helloasso.com/associations/association-xuan-les-enfants-de-l-avenir
32,68453,W061014921,NIYA,"a pour objet de créer, développer, promouvoir et soutenir toute initiative culturelle, économique et sociale nécessaire en provenance du Cameroun et principalement de Yaoundé ; également des prestations de conseil et accompagnement auprès des particuliers, des entreprises, des collectivités et autres organismes publics ou privés ;  en tant que tel, elle pourra exercer des activités de conseil, de formation ou tout autre prestation de services donnant lieu à la perception d'honoraires ; ainsi que toute opération ou prestation se rattachant directement ou indirectement à l'objet social",40,RUE,Desjobert,6700,Saint-Laurent-du-Var,,40 rue desjobert 6700 saint-laurent-du-var,Indre,Centre-Val de Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,7.1897565,43.6753455,https://www.facebook.com/niya.asso/,not found
33,73530,W062004369,L'ENFANT DES SOURCES,"mettre en place des puits d'eau potable dans les écoles rurales et villages du Cameroun afin d'apporter un bien être sanitaire à la population, faciliter la recherche d'eau potable principale tâche réservée aux enfants et aux femmes ; notre désir est de réunir toutes les personnes physiques ou morales désireuses d'apporter leur soutien à la mise en place des puits d'eau potable dans les villages du Cameroun",6,RUE,Nathalie Masse,6000,Nice,,6 rue nathalie masse 6000 nice,Indre,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,7.2827662,43.71147,https://fr-fr.facebook.com/janvry91/videos/1708015512815882/,https://www.helloasso.com/associations/la-source-des-sources
34,73532,W062004371,RIRES ET RONDES ENFANTINES,"mettre en place des prises en charge éducative et sanitaire dans les écoles et zones rurales des villages du Cameroun afin d'apporter un mieux être à la population, dans le domaine de la santé (manque de dispensaires ..) et d'améliorer la vie scolaire en sollicitant toutes les personnes physiques ou morales désireuses d'apporter leur soutien",,RUE,Gaston Mouton,6340,La    Trinité,,rue gaston mouton 6340 la trinite,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,7.3209561,43.739913,https://www.facebook.com/people/La-ronde-enfantine/100064719186915/,https://www.helloasso.com/associations/rire-et-bien-etre
35,73614,W062004453,SOLIDARITE CAMEROUNAISE EN ABREGE SO.CAM,"rassembler, développer l'entraide et la solidarité entre les ressortissants camerounais de la Côte d'Azur",2,PONT1,René Coty,6300,Nice,,2 pont1 rene coty 6300 nice,Indre,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,7.2683912,43.7009358,https://www.facebook.com/Solidarit%C3%A9-camerounaise-410274605845240/,https://www.helloasso.com/associations/unis-terre/collectes/yega-solidarite-internationale-au-cameroun-2
